first,agent_id,given_link_type_code,road_sequence,from_node_id,to_node_id,link_id,trace_no,trace_id,length,distance,link_type_code,geometry
first,1,,1,30072,30578,25819,2,1000002,96.54,96.54,,"MULTILINESTRING ((-77.109867 38.856363,-77.108747 38.856634))"
first,1,,2,30578,30577,27201,3,1000003,209.17,305.71,,"MULTILINESTRING ((-77.108747 38.856634,-77.106518 38.857281))"
first,1,,3,30577,30576,27197,3,1000003,225.26,530.97,,"MULTILINESTRING ((-77.106518 38.857281,-77.104099 38.857961))"
first,1,,4,30576,30073,27194,4,1000004,257.44,788.41,,"MULTILINESTRING ((-77.104099 38.857961,-77.101267 38.858831))"
first,1,,5,30073,30573,25821,5,1000005,241.35,1029.76,,"MULTILINESTRING ((-77.101267 38.858831,-77.098697 38.859542))"
first,1,,6,30573,30574,27187,6,1000006,144.81,1174.57,,"MULTILINESTRING ((-77.098697 38.859542,-77.097058 38.859972))"
first,1,,7,30574,30154,27188,6,1000006,128.72,1303.29,,"MULTILINESTRING ((-77.097058 38.859972,-77.095699 38.860322))"
first,1,,8,30154,30153,26097,7,1000007,337.89,1641.18,,"MULTILINESTRING ((-77.095699 38.860322,-77.091978 38.861253))"
first,1,,9,30153,30572,26095,8,1000008,160.9,1802.08,,"MULTILINESTRING ((-77.091978 38.861253,-77.092029 38.862672))"
first,1,,10,30572,30628,27184,8,1000008,241.35,2043.43,,"MULTILINESTRING ((-77.092029 38.862672,-77.092368 38.864753))"
first,1,,11,30628,30152,27358,10,1000010,273.53,2316.96,,"MULTILINESTRING ((-77.092368 38.864753,-77.094527 38.866432))"
first,1,,12,30152,30321,26089,12,1000012,370.07,2687.03,,"MULTILINESTRING ((-77.094527 38.866432,-77.097937 38.868453))"
first,1,,13,30321,30336,26606,13,1000013,305.71,2992.74,,"MULTILINESTRING ((-77.097937 38.868453,-77.100398 38.870403))"
first,1,,14,30336,30334,26642,14,1000014,64.36,3057.1,,"MULTILINESTRING ((-77.100398 38.870403,-77.100897 38.870834))"
first,1,,15,30334,30593,26639,14,1000014,305.71,3362.81,,"MULTILINESTRING ((-77.100897 38.870834,-77.10351 38.872712))"
first,1,,16,30593,30595,27249,15,1000015,128.72,3491.53,,"MULTILINESTRING ((-77.10351 38.872712,-77.104547 38.873464))"
first,1,,17,30595,30135,27254,15,1000015,64.36,3555.89,,"MULTILINESTRING ((-77.104547 38.873464,-77.105148 38.873891))"
first,1,,18,30135,30640,26036,17,1000017,273.53,3829.42,,"MULTILINESTRING ((-77.105148 38.873891,-77.107416 38.875512))"
first,1,,19,30640,30326,27398,18,1000018,96.54,3925.96,,"MULTILINESTRING ((-77.107416 38.875512,-77.108267 38.876151))"
first,1,,20,30326,30488,26622,20,1000020,193.08,4119.04,,"MULTILINESTRING ((-77.108267 38.876151,-77.107799 38.877802))"
first,2,,1,30487,30133,26916,22,1000022,144.81,144.81,,"MULTILINESTRING ((-77.104088 38.881223,-77.102698 38.881941))"
first,2,,2,30133,30486,26029,23,1000023,160.9,305.71,,"MULTILINESTRING ((-77.102698 38.881941,-77.101188 38.882651))"
first,2,,3,30486,30632,26913,24,1000024,257.44,563.15,,"MULTILINESTRING ((-77.101188 38.882651,-77.098966 38.884103))"
first,2,,4,30632,30131,27372,24,1000024,48.27,611.42,,"MULTILINESTRING ((-77.098966 38.884103,-77.098658 38.884422))"
first,2,,5,30131,30130,26018,24,1000024,241.35,852.77,,"MULTILINESTRING ((-77.098658 38.884422,-77.096837 38.885994))"
first,2,,6,30130,30140,26015,25,1000025,225.26,1078.03,,"MULTILINESTRING ((-77.096837 38.885994,-77.094987 38.887461))"
first,2,,7,30140,30283,26053,25,1000025,209.17,1287.2,,"MULTILINESTRING ((-77.094987 38.887461,-77.093239 38.888671))"
first,2,,8,30283,30657,26492,27,1000027,241.35,1528.55,,"MULTILINESTRING ((-77.093239 38.888671,-77.090697 38.889631))"
first,2,,9,30657,30525,27451,28,1000028,193.08,1721.63,,"MULTILINESTRING ((-77.090697 38.889631,-77.088618 38.890413))"
first,3,,1,30151,1540,26085,33,1000033,402.25,402.25,,"MULTILINESTRING ((-77.117697 38.854033,-77.118694 38.857645))"
first,3,,2,1540,30071,3629,36,1000036,595.33,997.58,,"MULTILINESTRING ((-77.118694 38.857645,-77.112187 38.855911))"
first,3,,3,30071,30072,25815,37,1000037,209.17,1206.75,,"MULTILINESTRING ((-77.112187 38.855911,-77.109867 38.856363))"
first,3,,4,30072,30578,25819,37,1000037,96.54,1303.29,,"MULTILINESTRING ((-77.109867 38.856363,-77.108747 38.856634))"
first,3,,5,30578,30577,27201,38,1000038,209.17,1512.46,,"MULTILINESTRING ((-77.108747 38.856634,-77.106518 38.857281))"
first,3,,6,30577,30576,27197,38,1000038,225.26,1737.72,,"MULTILINESTRING ((-77.106518 38.857281,-77.104099 38.857961))"
first,3,,7,30576,30073,27194,39,1000039,257.44,1995.16,,"MULTILINESTRING ((-77.104099 38.857961,-77.101267 38.858831))"
first,3,,8,30073,30573,25821,40,1000040,241.35,2236.51,,"MULTILINESTRING ((-77.101267 38.858831,-77.098697 38.859542))"
first,3,,9,30573,30574,27187,41,1000041,144.81,2381.32,,"MULTILINESTRING ((-77.098697 38.859542,-77.097058 38.859972))"
first,3,,10,30574,30154,27188,41,1000041,128.72,2510.04,,"MULTILINESTRING ((-77.097058 38.859972,-77.095699 38.860322))"
first,3,,11,30154,30153,26097,42,1000042,337.89,2847.93,,"MULTILINESTRING ((-77.095699 38.860322,-77.091978 38.861253))"
first,3,,12,30153,30572,26095,43,1000043,160.9,3008.83,,"MULTILINESTRING ((-77.091978 38.861253,-77.092029 38.862672))"
first,3,,13,30572,30628,27184,43,1000043,241.35,3250.18,,"MULTILINESTRING ((-77.092029 38.862672,-77.092368 38.864753))"
first,3,,14,30628,30152,27358,45,1000045,273.53,3523.71,,"MULTILINESTRING ((-77.092368 38.864753,-77.094527 38.866432))"
first,3,,15,30152,30321,26089,47,1000047,370.07,3893.78,,"MULTILINESTRING ((-77.094527 38.866432,-77.097937 38.868453))"
first,3,,16,30321,30336,26606,48,1000048,305.71,4199.49,,"MULTILINESTRING ((-77.097937 38.868453,-77.100398 38.870403))"
first,3,,17,30336,30334,26642,49,1000049,64.36,4263.85,,"MULTILINESTRING ((-77.100398 38.870403,-77.100897 38.870834))"
first,4,,1,30135,30640,26036,52,1000052,273.53,273.53,,"MULTILINESTRING ((-77.105148 38.873891,-77.107416 38.875512))"
first,4,,2,30640,30326,27398,53,1000053,96.54,370.07,,"MULTILINESTRING ((-77.107416 38.875512,-77.108267 38.876151))"
first,4,,3,30326,30488,26622,55,1000055,193.08,563.15,,"MULTILINESTRING ((-77.108267 38.876151,-77.107799 38.877802))"
first,4,,4,30488,30095,26918,55,1000055,225.26,788.41,,"MULTILINESTRING ((-77.107799 38.877802,-77.107577 38.879891))"
first,4,,5,30095,30487,25901,56,1000056,337.89,1126.3,,"MULTILINESTRING ((-77.107577 38.879891,-77.104088 38.881223))"
first,4,,6,30487,30133,26916,57,1000057,144.81,1271.11,,"MULTILINESTRING ((-77.104088 38.881223,-77.102698 38.881941))"
first,4,,7,30133,30486,26029,58,1000058,160.9,1432.01,,"MULTILINESTRING ((-77.102698 38.881941,-77.101188 38.882651))"
first,4,,8,30486,30632,26913,59,1000059,257.44,1689.45,,"MULTILINESTRING ((-77.101188 38.882651,-77.098966 38.884103))"
first,4,,9,30632,30131,27372,59,1000059,48.27,1737.72,,"MULTILINESTRING ((-77.098966 38.884103,-77.098658 38.884422))"
first,4,,10,30131,30130,26018,59,1000059,241.35,1979.07,,"MULTILINESTRING ((-77.098658 38.884422,-77.096837 38.885994))"
first,4,,11,30130,30140,26015,60,1000060,225.26,2204.33,,"MULTILINESTRING ((-77.096837 38.885994,-77.094987 38.887461))"
first,4,,12,30140,30283,26053,60,1000060,209.17,2413.5,,"MULTILINESTRING ((-77.094987 38.887461,-77.093239 38.888671))"
first,4,,13,30283,30657,26492,62,1000062,241.35,2654.85,,"MULTILINESTRING ((-77.093239 38.888671,-77.090697 38.889631))"
first,4,,14,30657,30525,27451,63,1000063,193.08,2847.93,,"MULTILINESTRING ((-77.090697 38.889631,-77.088618 38.890413))"
first,5,,1,1478,30123,3477,66,1000066,305.71,305.71,,"MULTILINESTRING ((-77.084797 38.888579,-77.085808 38.891211))"
first,5,,2,30123,30525,25995,67,1000067,257.44,563.15,,"MULTILINESTRING ((-77.085808 38.891211,-77.088618 38.890413))"
first,5,,3,30525,30657,27033,68,1000068,193.08,756.23,,"MULTILINESTRING ((-77.088618 38.890413,-77.090697 38.889631))"
first,5,,4,30657,30283,27450,69,1000069,241.35,997.58,,"MULTILINESTRING ((-77.090697 38.889631,-77.093239 38.888671))"
first,5,,5,30283,30140,26491,70,1000070,209.17,1206.75,,"MULTILINESTRING ((-77.093239 38.888671,-77.094987 38.887461))"
first,5,,6,30140,30130,26052,71,1000071,225.26,1432.01,,"MULTILINESTRING ((-77.094987 38.887461,-77.096837 38.885994))"
first,5,,7,30130,30131,26014,71,1000071,241.35,1673.36,,"MULTILINESTRING ((-77.096837 38.885994,-77.098658 38.884422))"
first,5,,8,30131,30632,26021,71,1000071,48.27,1721.63,,"MULTILINESTRING ((-77.098658 38.884422,-77.098966 38.884103))"
first,5,,9,30632,30486,27373,71,1000071,257.44,1979.07,,"MULTILINESTRING ((-77.098966 38.884103,-77.101188 38.882651))"
first,5,,10,30486,30133,26912,73,1000073,160.9,2139.97,,"MULTILINESTRING ((-77.101188 38.882651,-77.102698 38.881941))"
first,5,,11,30133,30487,26030,74,1000074,144.81,2284.78,,"MULTILINESTRING ((-77.102698 38.881941,-77.104088 38.881223))"
first,5,,12,30487,30095,26915,76,1000076,337.89,2622.67,,"MULTILINESTRING ((-77.104088 38.881223,-77.107577 38.879891))"
first,5,,13,30095,30488,25902,78,1000078,225.26,2847.93,,"MULTILINESTRING ((-77.107577 38.879891,-77.107799 38.877802))"
first,5,,14,30488,30326,26919,77,1000077,193.08,3041.01,,"MULTILINESTRING ((-77.107799 38.877802,-77.108267 38.876151))"
first,5,,15,30326,30640,26623,78,1000078,96.54,3137.55,,"MULTILINESTRING ((-77.108267 38.876151,-77.107416 38.875512))"
first,5,,16,30640,30135,27397,79,1000079,273.53,3411.08,,"MULTILINESTRING ((-77.107416 38.875512,-77.105148 38.873891))"
first,5,,17,30135,30595,26034,79,1000079,64.36,3475.44,,"MULTILINESTRING ((-77.105148 38.873891,-77.104547 38.873464))"
first,5,,18,30595,30593,27255,79,1000079,128.72,3604.16,,"MULTILINESTRING ((-77.104547 38.873464,-77.10351 38.872712))"
first,5,,19,30593,30334,27248,81,1000081,305.71,3909.87,,"MULTILINESTRING ((-77.10351 38.872712,-77.100897 38.870834))"
first,5,,20,30334,30336,26637,81,1000081,64.36,3974.23,,"MULTILINESTRING ((-77.100897 38.870834,-77.100398 38.870403))"
first,5,,21,30336,30321,26641,82,1000082,305.71,4279.94,,"MULTILINESTRING ((-77.100398 38.870403,-77.097937 38.868453))"
first,5,,22,30321,30152,26605,83,1000083,370.07,4650.01,,"MULTILINESTRING ((-77.097937 38.868453,-77.094527 38.866432))"
first,6,,1,30153,30154,26092,86,1000086,337.89,337.89,,"MULTILINESTRING ((-77.091978 38.861253,-77.095699 38.860322))"
first,6,,2,30154,30574,26098,87,1000087,128.72,466.61,,"MULTILINESTRING ((-77.095699 38.860322,-77.097058 38.859972))"
first,6,,3,30574,30573,27189,87,1000087,144.81,611.42,,"MULTILINESTRING ((-77.097058 38.859972,-77.098697 38.859542))"
first,6,,4,30573,30073,27186,87,1000087,241.35,852.77,,"MULTILINESTRING ((-77.098697 38.859542,-77.101267 38.858831))"
first,6,,5,30073,30576,25823,89,1000089,257.44,1110.21,,"MULTILINESTRING ((-77.101267 38.858831,-77.104099 38.857961))"
first,6,,6,30576,30577,27195,90,1000090,225.26,1335.47,,"MULTILINESTRING ((-77.104099 38.857961,-77.106518 38.857281))"
first,6,,7,30577,30578,27198,90,1000090,209.17,1544.64,,"MULTILINESTRING ((-77.106518 38.857281,-77.108747 38.856634))"
first,6,,8,30578,30072,27200,90,1000090,96.54,1641.18,,"MULTILINESTRING ((-77.108747 38.856634,-77.109867 38.856363))"
first,7,,1,1492,30539,3515,99,1000099,434.43,434.43,,"MULTILINESTRING ((-77.063111 38.862359,-77.060638 38.865691))"
first,7,,2,30539,30215,27080,100,1000100,193.08,627.51,,"MULTILINESTRING ((-77.060638 38.865691,-77.062766 38.865912))"
first,7,,3,30215,30190,26302,100,1000100,193.08,820.59,,"MULTILINESTRING ((-77.062766 38.865912,-77.064936 38.865563))"
first,7,,4,30190,30292,26222,101,1000101,643.6,1464.19,,"MULTILINESTRING ((-77.064936 38.865563,-77.068248 38.861014))"
first,7,,5,30292,30199,26512,103,1000103,112.63,1576.82,,"MULTILINESTRING ((-77.068248 38.861014,-77.069067 38.861862))"
first,7,,6,30199,30200,26252,102,1000102,337.89,1914.71,,"MULTILINESTRING ((-77.069067 38.861862,-77.067939 38.864762))"
first,7,,7,30200,30431,26253,103,1000103,176.99,2091.7,,"MULTILINESTRING ((-77.067939 38.864762,-77.06985 38.865162))"
first,7,,8,30431,30461,26785,104,1000104,144.81,2236.51,,"MULTILINESTRING ((-77.06985 38.865162,-77.071539 38.865391))"
first,7,,9,30461,30463,26835,108,1000108,370.07,2606.58,,"MULTILINESTRING ((-77.071539 38.865391,-77.075386 38.866871))"
first,7,,10,30463,30317,26839,109,1000109,450.52,3057.1,,"MULTILINESTRING ((-77.075386 38.866871,-77.079049 38.869661))"
first,7,,11,30317,30146,26594,111,1000111,289.62,3346.72,,"MULTILINESTRING ((-77.079049 38.869661,-77.080889 38.871802))"
first,7,,12,30146,30332,26073,109,1000109,209.17,3555.89,,"MULTILINESTRING ((-77.080889 38.871802,-77.081979 38.873413))"
first,7,,13,30332,30330,26633,111,1000111,257.44,3813.33,,"MULTILINESTRING ((-77.081979 38.873413,-77.083727 38.875251))"
first,7,,14,30330,30535,26630,112,1000112,305.71,4119.04,,"MULTILINESTRING ((-77.083727 38.875251,-77.08635 38.877053))"
first,7,,15,30535,30141,27065,113,1000113,144.81,4263.85,,"MULTILINESTRING ((-77.08635 38.877053,-77.087506 38.877901))"
first,7,,16,30141,30138,26057,115,1000115,418.34,4682.19,,"MULTILINESTRING ((-77.087506 38.877901,-77.090499 38.880782))"
first,7,,17,30138,30312,26046,116,1000116,193.08,4875.27,,"MULTILINESTRING ((-77.090499 38.880782,-77.091538 38.882382))"
first,7,,18,30312,30665,26580,116,1000116,64.36,4939.63,,"MULTILINESTRING ((-77.091538 38.882382,-77.091826 38.882873))"
first,8,,1,30284,30140,26493,118,1000118,48.27,48.27,,"MULTILINESTRING ((-77.094937 38.887003,-77.094987 38.887461))"
first,8,,2,30140,30130,26052,120,1000120,225.26,273.53,,"MULTILINESTRING ((-77.094987 38.887461,-77.096837 38.885994))"
first,8,,3,30130,30131,26014,120,1000120,241.35,514.88,,"MULTILINESTRING ((-77.096837 38.885994,-77.098658 38.884422))"
first,8,,4,30131,30632,26021,120,1000120,48.27,563.15,,"MULTILINESTRING ((-77.098658 38.884422,-77.098966 38.884103))"
first,8,,5,30632,30486,27373,120,1000120,257.44,820.59,,"MULTILINESTRING ((-77.098966 38.884103,-77.101188 38.882651))"
first,8,,6,30486,30133,26912,122,1000122,160.9,981.49,,"MULTILINESTRING ((-77.101188 38.882651,-77.102698 38.881941))"
first,8,,7,30133,30487,26030,123,1000123,144.81,1126.3,,"MULTILINESTRING ((-77.102698 38.881941,-77.104088 38.881223))"
first,8,,8,30487,30095,26915,124,1000124,337.89,1464.19,,"MULTILINESTRING ((-77.104088 38.881223,-77.107577 38.879891))"
first,9,,1,30352,30241,26673,126,1000126,80.45,80.45,,"MULTILINESTRING ((-77.054298 38.865551,-77.054319 38.864851))"
first,9,,2,30241,30233,26376,128,1000128,193.08,273.53,,"MULTILINESTRING ((-77.054319 38.864851,-77.056609 38.865133))"
first,9,,3,30233,30196,26350,129,1000129,160.9,434.43,,"MULTILINESTRING ((-77.056609 38.865133,-77.058439 38.865382))"
first,9,,4,30196,30539,26242,129,1000129,193.08,627.51,,"MULTILINESTRING ((-77.058439 38.865382,-77.060638 38.865691))"
first,9,,5,30539,30215,27080,130,1000130,193.08,820.59,,"MULTILINESTRING ((-77.060638 38.865691,-77.062766 38.865912))"
first,9,,6,30215,30190,26302,130,1000130,193.08,1013.67,,"MULTILINESTRING ((-77.062766 38.865912,-77.064936 38.865563))"
first,9,,7,30190,30292,26222,131,1000131,643.6,1657.27,,"MULTILINESTRING ((-77.064936 38.865563,-77.068248 38.861014))"
first,9,,8,30292,30199,26512,133,1000133,112.63,1769.9,,"MULTILINESTRING ((-77.068248 38.861014,-77.069067 38.861862))"
first,9,,9,30199,30200,26252,132,1000132,337.89,2107.79,,"MULTILINESTRING ((-77.069067 38.861862,-77.067939 38.864762))"
first,9,,10,30200,30431,26253,133,1000133,176.99,2284.78,,"MULTILINESTRING ((-77.067939 38.864762,-77.06985 38.865162))"
first,9,,11,30431,30461,26785,134,1000134,144.81,2429.59,,"MULTILINESTRING ((-77.06985 38.865162,-77.071539 38.865391))"
first,9,,12,30461,30463,26835,138,1000138,370.07,2799.66,,"MULTILINESTRING ((-77.071539 38.865391,-77.075386 38.866871))"
first,9,,13,30463,30317,26839,139,1000139,450.52,3250.18,,"MULTILINESTRING ((-77.075386 38.866871,-77.079049 38.869661))"
first,9,,14,30317,30146,26594,141,1000141,289.62,3539.8,,"MULTILINESTRING ((-77.079049 38.869661,-77.080889 38.871802))"
first,9,,15,30146,30332,26073,139,1000139,209.17,3748.97,,"MULTILINESTRING ((-77.080889 38.871802,-77.081979 38.873413))"
first,9,,16,30332,30330,26633,141,1000141,257.44,4006.41,,"MULTILINESTRING ((-77.081979 38.873413,-77.083727 38.875251))"
first,9,,17,30330,30535,26630,142,1000142,305.71,4312.12,,"MULTILINESTRING ((-77.083727 38.875251,-77.08635 38.877053))"
first,9,,18,30535,30141,27065,143,1000143,144.81,4456.93,,"MULTILINESTRING ((-77.08635 38.877053,-77.087506 38.877901))"
first,10,,1,30665,30127,27478,147,1000147,209.17,209.17,,"MULTILINESTRING ((-77.091826 38.882873,-77.093037 38.884481))"
first,10,,2,30127,30285,26005,147,1000147,193.08,402.25,,"MULTILINESTRING ((-77.093037 38.884481,-77.094739 38.885603))"
first,10,,3,30285,30284,26498,148,1000148,160.9,563.15,,"MULTILINESTRING ((-77.094739 38.885603,-77.094937 38.887003))"
first,10,,4,30284,30140,26493,148,1000148,48.27,611.42,,"MULTILINESTRING ((-77.094937 38.887003,-77.094987 38.887461))"
first,10,,5,30140,30130,26052,150,1000150,225.26,836.68,,"MULTILINESTRING ((-77.094987 38.887461,-77.096837 38.885994))"
first,10,,6,30130,30131,26014,150,1000150,241.35,1078.03,,"MULTILINESTRING ((-77.096837 38.885994,-77.098658 38.884422))"
first,10,,7,30131,30632,26021,150,1000150,48.27,1126.3,,"MULTILINESTRING ((-77.098658 38.884422,-77.098966 38.884103))"
first,10,,8,30632,30486,27373,150,1000150,257.44,1383.74,,"MULTILINESTRING ((-77.098966 38.884103,-77.101188 38.882651))"
first,10,,9,30486,30133,26912,152,1000152,160.9,1544.64,,"MULTILINESTRING ((-77.101188 38.882651,-77.102698 38.881941))"
first,10,,10,30133,30487,26030,153,1000153,144.81,1689.45,,"MULTILINESTRING ((-77.102698 38.881941,-77.104088 38.881223))"
first,10,,11,30487,30095,26915,154,1000154,337.89,2027.34,,"MULTILINESTRING ((-77.104088 38.881223,-77.107577 38.879891))"
first,11,,1,30489,1415,26920,156,1000156,128.72,128.72,,"MULTILINESTRING ((-77.111789 38.882122,-77.111457 38.881035))"
first,11,,2,1415,30484,3322,158,1000158,321.8,450.52,,"MULTILINESTRING ((-77.111457 38.881035,-77.107688 38.881132))"
first,11,,3,30484,30095,26907,157,1000157,144.81,595.33,,"MULTILINESTRING ((-77.107688 38.881132,-77.107577 38.879891))"
first,11,,4,30095,30487,25901,158,1000158,337.89,933.22,,"MULTILINESTRING ((-77.107577 38.879891,-77.104088 38.881223))"
first,11,,5,30487,30133,26916,159,1000159,144.81,1078.03,,"MULTILINESTRING ((-77.104088 38.881223,-77.102698 38.881941))"
first,11,,6,30133,30486,26029,160,1000160,160.9,1238.93,,"MULTILINESTRING ((-77.102698 38.881941,-77.101188 38.882651))"
first,11,,7,30486,30632,26913,161,1000161,257.44,1496.37,,"MULTILINESTRING ((-77.101188 38.882651,-77.098966 38.884103))"
first,11,,8,30632,30131,27372,161,1000161,48.27,1544.64,,"MULTILINESTRING ((-77.098966 38.884103,-77.098658 38.884422))"
first,11,,9,30131,30130,26018,161,1000161,241.35,1785.99,,"MULTILINESTRING ((-77.098658 38.884422,-77.096837 38.885994))"
first,11,,10,30130,5058,26013,162,1000162,144.81,1930.8,,"MULTILINESTRING ((-77.096837 38.885994,-77.095485 38.886632))"
first,11,,11,5058,30285,8073,163,1000163,128.72,2059.52,,"MULTILINESTRING ((-77.095485 38.886632,-77.094739 38.885603))"
first,11,,12,30285,30127,26496,164,1000164,193.08,2252.6,,"MULTILINESTRING ((-77.094739 38.885603,-77.093037 38.884481))"
first,11,,13,30127,30665,26007,165,1000165,209.17,2461.77,,"MULTILINESTRING ((-77.093037 38.884481,-77.091826 38.882873))"
first,11,,14,30665,30312,27479,165,1000165,64.36,2526.13,,"MULTILINESTRING ((-77.091826 38.882873,-77.091538 38.882382))"
first,11,,15,30312,30138,26578,166,1000166,193.08,2719.21,,"MULTILINESTRING ((-77.091538 38.882382,-77.090499 38.880782))"
first,11,,16,30138,30141,26045,168,1000168,418.34,3137.55,,"MULTILINESTRING ((-77.090499 38.880782,-77.087506 38.877901))"
first,11,,17,30141,30535,26058,168,1000168,144.81,3282.36,,"MULTILINESTRING ((-77.087506 38.877901,-77.08635 38.877053))"
first,11,,18,30535,30330,27066,169,1000169,305.71,3588.07,,"MULTILINESTRING ((-77.08635 38.877053,-77.083727 38.875251))"
first,11,,19,30330,30332,26628,169,1000169,257.44,3845.51,,"MULTILINESTRING ((-77.083727 38.875251,-77.081979 38.873413))"
first,11,,20,30332,30146,26632,171,1000171,209.17,4054.68,,"MULTILINESTRING ((-77.081979 38.873413,-77.080889 38.871802))"
first,11,,21,30146,30319,26072,171,1000171,482.7,4537.38,,"MULTILINESTRING ((-77.080889 38.871802,-77.08635 38.871183))"
first,11,,22,30319,30320,26599,171,1000171,176.99,4714.37,,"MULTILINESTRING ((-77.08635 38.871183,-77.088348 38.870822))"
first,11,,23,30320,30537,26602,167,1000167,305.71,5020.08,,"MULTILINESTRING ((-77.088348 38.870822,-77.08812 38.868104))"
first,11,,24,30537,1490,27070,175,1000175,563.15,5583.23,,"MULTILINESTRING ((-77.08812 38.868104,-77.082062 38.866235))"
first,11,,25,1490,30157,3509,174,1000174,257.44,5840.67,,"MULTILINESTRING ((-77.082062 38.866235,-77.080339 38.864273))"
first,12,,1,30538,30201,27076,177,1000177,305.71,305.71,,"MULTILINESTRING ((-77.070013 38.866941,-77.066547 38.867662))"
first,12,,2,30201,30294,26255,178,1000178,353.98,659.69,,"MULTILINESTRING ((-77.066547 38.867662,-77.065278 38.870093))"
first,12,,3,30294,30533,26520,178,1000178,128.72,788.41,,"MULTILINESTRING ((-77.065278 38.870093,-77.063947 38.870374))"
first,12,,4,30533,30459,27060,178,1000178,225.26,1013.67,,"MULTILINESTRING ((-77.063947 38.870374,-77.061519 38.869831))"
first,12,,5,30459,30458,26828,179,1000179,209.17,1222.84,,"MULTILINESTRING ((-77.061519 38.869831,-77.062199 38.868074))"
first,12,,6,30458,1494,26823,178,1000178,128.72,1351.56,,"MULTILINESTRING ((-77.062199 38.868074,-77.060759 38.867737))"
first,12,,7,1494,30205,3518,177,1000177,160.9,1512.46,,"MULTILINESTRING ((-77.060759 38.867737,-77.058968 38.867713))"
first,13,,1,5048,30279,8051,182,1000182,64.36,64.36,,"MULTILINESTRING ((-77.049881 38.857357,-77.049218 38.857553))"
first,15,,1,30071,30072,25815,186,1000186,209.17,209.17,,"MULTILINESTRING ((-77.112187 38.855911,-77.109867 38.856363))"
first,15,,2,30072,30164,25818,187,1000187,724.05,933.22,,"MULTILINESTRING ((-77.109867 38.856363,-77.103428 38.852503))"
first,15,,3,30164,30575,26133,188,1000188,514.88,1448.1,,"MULTILINESTRING ((-77.103428 38.852503,-77.100329 38.856172))"
first,15,,4,30575,30073,27191,189,1000189,305.71,1753.81,,"MULTILINESTRING ((-77.100329 38.856172,-77.101267 38.858831))"
first,15,,5,30073,30573,25821,190,1000190,241.35,1995.16,,"MULTILINESTRING ((-77.101267 38.858831,-77.098697 38.859542))"
first,15,,6,30573,30574,27187,190,1000190,144.81,2139.97,,"MULTILINESTRING ((-77.098697 38.859542,-77.097058 38.859972))"
first,15,,7,30574,30154,27188,191,1000191,128.72,2268.69,,"MULTILINESTRING ((-77.097058 38.859972,-77.095699 38.860322))"
first,15,,8,30154,30153,26097,192,1000192,337.89,2606.58,,"MULTILINESTRING ((-77.095699 38.860322,-77.091978 38.861253))"
first,15,,9,30153,30155,26093,193,1000193,305.71,2912.29,,"MULTILINESTRING ((-77.091978 38.861253,-77.088579 38.862153))"
first,15,,10,30155,30156,26100,193,1000193,144.81,3057.1,,"MULTILINESTRING ((-77.088579 38.862153,-77.087006 38.862564))"
first,15,,11,30156,30536,26104,193,1000193,176.99,3234.09,,"MULTILINESTRING ((-77.087006 38.862564,-77.087328 38.864104))"
first,15,,12,30536,30224,27069,193,1000193,321.8,3555.89,,"MULTILINESTRING ((-77.087328 38.864104,-77.087907 38.866931))"
first,15,,13,30224,30537,26331,193,1000193,128.72,3684.61,,"MULTILINESTRING ((-77.087907 38.866931,-77.08812 38.868104))"
first,15,,14,30537,30320,27072,199,1000199,305.71,3990.32,,"MULTILINESTRING ((-77.08812 38.868104,-77.088348 38.870822))"
first,15,,15,30320,30319,26601,197,1000197,176.99,4167.31,,"MULTILINESTRING ((-77.088348 38.870822,-77.08635 38.871183))"
first,15,,16,30319,30146,26598,197,1000197,482.7,4650.01,,"MULTILINESTRING ((-77.08635 38.871183,-77.080889 38.871802))"
first,15,,17,30146,1486,26070,196,1000196,402.25,5052.26,,"MULTILINESTRING ((-77.080889 38.871802,-77.079558 38.875331))"
first,15,,18,1486,30139,3503,202,1000202,756.23,5808.49,,"MULTILINESTRING ((-77.079558 38.875331,-77.084268 38.881102))"
first,15,,19,30139,30138,26050,200,1000200,547.06,6355.55,,"MULTILINESTRING ((-77.084268 38.881102,-77.090499 38.880782))"
first,15,,20,30138,30312,26046,199,1000199,193.08,6548.63,,"MULTILINESTRING ((-77.090499 38.880782,-77.091538 38.882382))"
first,15,,21,30312,1479,26577,200,1000200,402.25,6950.88,,"MULTILINESTRING ((-77.091538 38.882382,-77.087183 38.881026))"
first,15,,22,1479,30523,3481,200,1000200,402.25,7353.13,,"MULTILINESTRING ((-77.087183 38.881026,-77.087097 38.884593))"
first,15,,23,30523,1478,27024,201,1000201,482.7,7835.83,,"MULTILINESTRING ((-77.087097 38.884593,-77.084797 38.888579))"
first,15,,24,1478,30123,3477,205,1000205,305.71,8141.54,,"MULTILINESTRING ((-77.084797 38.888579,-77.085808 38.891211))"
first,16,,1,30324,1475,26615,207,1000207,466.61,466.61,,"MULTILINESTRING ((-77.079267 38.891864,-77.074033 38.892809))"
first,16,,2,1475,30116,3471,207,1000207,289.62,756.23,,"MULTILINESTRING ((-77.074033 38.892809,-77.076747 38.894413))"
first,17,,1,30151,30582,26086,209,1000209,225.26,225.26,,"MULTILINESTRING ((-77.117697 38.854033,-77.115219 38.854763))"
