agent_id,given_link_type_code,road_sequence,from_node_id,to_node_id,link_id,trace_no,trace_id,length,distance,link_type_code,geometry,old_agent_id
1026,,17,22137,23404,15294,16093,7013767,0.13,4.71,,"MULTILINESTRING ((-76.992588 38.993952,-76.993239 38.995813))",448
1026,,18,23404,22135,18897,16093,7013767,0.29,5,,"MULTILINESTRING ((-76.993239 38.995813,-76.995437 38.999614))",448
1026,,19,22135,23403,15287,16093,7013767,0.1,5.1,,"MULTILINESTRING ((-76.995437 38.999614,-76.997239 38.999122))",448
1026,,20,23403,22138,18895,16093,7013767,0.08,5.18,,"MULTILINESTRING ((-76.997239 38.999122,-76.998727 38.998752))",448
1026,,21,22138,23400,15298,16093,7013767,0.13,5.31,,"MULTILINESTRING ((-76.998727 38.998752,-77.00105 38.998422))",448
1026,,22,23400,22134,18885,16094,7013768,0.14,5.45,,"MULTILINESTRING ((-77.00105 38.998422,-77.003587 38.998213))",448
1026,,23,22134,23398,15282,16094,7013768,0.13,5.58,,"MULTILINESTRING ((-77.003587 38.998213,-77.005166 38.996851))",448
1026,,24,23398,22133,18879,16094,7013768,0.08,5.66,,"MULTILINESTRING ((-77.005166 38.996851,-77.005909 38.995822))",448
1026,,25,22133,22117,15277,16094,7013768,0.22,5.88,,"MULTILINESTRING ((-77.005909 38.995822,-77.009036 38.993743))",448
1026,,26,22117,622,15220,16096,7013770,0.38,6.26,,"MULTILINESTRING ((-77.009036 38.993743,-77.015873 38.994912))",448
1026,,27,622,22109,1667,16096,7013770,0.36,6.62,,"MULTILINESTRING ((-77.015873 38.994912,-77.021848 38.997143))",448
1026,,28,22109,22173,15188,16096,7013770,0.18,6.8,,"MULTILINESTRING ((-77.021848 38.997143,-77.024388 38.995383))",448
1026,,29,22173,22108,15418,16097,7013771,0.15,6.95,,"MULTILINESTRING ((-77.024388 38.995383,-77.026819 38.994504))",448
1026,,30,22108,22172,15184,16097,7013771,0.18,7.13,,"MULTILINESTRING ((-77.026819 38.994504,-77.030158 38.994772))",448
1026,,31,22172,22103,15412,16098,7013772,0.14,7.27,,"MULTILINESTRING ((-77.030158 38.994772,-77.032237 38.993593))",448
1026,,32,22103,22102,15167,16099,7013773,0.23,7.5,,"MULTILINESTRING ((-77.032237 38.993593,-77.036227 38.994512))",448
1026,,33,22102,23412,15163,16099,7013773,0.37,7.87,,"MULTILINESTRING ((-77.036227 38.994512,-77.042188 38.995512))",448
1026,,34,23412,22101,18923,16099,7013773,0.2,8.07,,"MULTILINESTRING ((-77.042188 38.995512,-77.045537 38.994932))",448
1026,,35,22101,22093,15158,16099,7013773,0.38,8.45,,"MULTILINESTRING ((-77.045537 38.994932,-77.05193 38.993751))",448
1026,,36,22093,22150,15132,16100,7013774,0.36,8.81,,"MULTILINESTRING ((-77.05193 38.993751,-77.058167 38.992243))",448
1026,,37,22150,22092,15343,16100,7013774,0.3,9.11,,"MULTILINESTRING ((-77.058167 38.992243,-77.063529 38.993221))",448
1026,,38,22092,22090,15127,16101,7013775,0.5,9.61,,"MULTILINESTRING ((-77.063529 38.993221,-77.070597 38.989153))",448
1026,,39,22090,22081,15122,16101,7013775,0.36,9.97,,"MULTILINESTRING ((-77.070597 38.989153,-77.077147 38.987914))",448
1027,,1,662,22817,1788,16103,7013777,0.13,0.13,,"MULTILINESTRING ((-77.093813 38.985537,-77.09393 38.983593))",449
1027,,2,22817,22048,17408,16103,7013777,0.07,0.2,,"MULTILINESTRING ((-77.09393 38.983593,-77.094198 38.984581))",449
1027,,3,22048,22079,14982,16103,7013777,0.36,0.56,,"MULTILINESTRING ((-77.094198 38.984581,-77.087737 38.985671))",449
1027,,4,22079,23421,15090,16105,7013779,0.36,0.92,,"MULTILINESTRING ((-77.087737 38.985671,-77.082048 38.988152))",449
1027,,5,23421,22081,18954,16106,7013780,0.27,1.19,,"MULTILINESTRING ((-77.082048 38.988152,-77.077147 38.987914))",449
1027,,6,22081,22090,15095,16107,7013781,0.36,1.55,,"MULTILINESTRING ((-77.077147 38.987914,-77.070597 38.989153))",449
1027,,7,22090,22092,15123,16107,7013781,0.5,2.05,,"MULTILINESTRING ((-77.070597 38.989153,-77.063529 38.993221))",449
1027,,8,22092,22150,15128,16108,7013782,0.3,2.35,,"MULTILINESTRING ((-77.063529 38.993221,-77.058167 38.992243))",449
1027,,9,22150,22093,15344,16108,7013782,0.36,2.71,,"MULTILINESTRING ((-77.058167 38.992243,-77.05193 38.993751))",449
1027,,10,22093,22101,15131,16109,7013783,0.38,3.09,,"MULTILINESTRING ((-77.05193 38.993751,-77.045537 38.994932))",449
1027,,11,22101,23412,15159,16109,7013783,0.2,3.29,,"MULTILINESTRING ((-77.045537 38.994932,-77.042188 38.995512))",449
1027,,12,23412,22102,18924,16109,7013783,0.37,3.66,,"MULTILINESTRING ((-77.042188 38.995512,-77.036227 38.994512))",449
1027,,13,22102,22103,15162,16110,7013784,0.23,3.89,,"MULTILINESTRING ((-77.036227 38.994512,-77.032237 38.993593))",449
1027,,14,22103,22172,15168,16110,7013784,0.14,4.03,,"MULTILINESTRING ((-77.032237 38.993593,-77.030158 38.994772))",449
1027,,15,22172,22108,15413,16111,7013785,0.18,4.21,,"MULTILINESTRING ((-77.030158 38.994772,-77.026819 38.994504))",449
1027,,16,22108,22173,15185,16111,7013785,0.15,4.36,,"MULTILINESTRING ((-77.026819 38.994504,-77.024388 38.995383))",449
1027,,17,22173,22109,15419,16111,7013785,0.18,4.54,,"MULTILINESTRING ((-77.024388 38.995383,-77.021848 38.997143))",449
1027,,18,22109,23391,15189,16111,7013785,0.21,4.75,,"MULTILINESTRING ((-77.021848 38.997143,-77.018939 38.999033))",449
1027,,19,23391,22119,18855,16112,7013786,0.08,4.83,,"MULTILINESTRING ((-77.018939 38.999033,-77.017447 38.999291))",449
1027,,20,22119,23545,15230,16112,7013786,0.23,5.06,,"MULTILINESTRING ((-77.017447 38.999291,-77.013298 38.999863))",449
1027,,21,23545,22132,19349,16112,7013786,0.15,5.21,,"MULTILINESTRING ((-77.013298 38.999863,-77.010607 38.999632))",449
1027,,22,22132,22080,15273,16112,7013786,0.38,5.59,,"MULTILINESTRING ((-77.010607 38.999632,-77.005417 39.002963))",449
1027,,23,22080,22134,15092,16113,7013787,0.34,5.93,,"MULTILINESTRING ((-77.005417 39.002963,-77.003587 38.998213))",449
1027,,24,22134,23400,15283,16113,7013787,0.14,6.07,,"MULTILINESTRING ((-77.003587 38.998213,-77.00105 38.998422))",449
1027,,25,23400,22138,18886,16114,7013788,0.13,6.2,,"MULTILINESTRING ((-77.00105 38.998422,-76.998727 38.998752))",449
1027,,26,22138,23403,15299,16114,7013788,0.08,6.28,,"MULTILINESTRING ((-76.998727 38.998752,-76.997239 38.999122))",449
1027,,27,23403,22135,18894,16114,7013788,0.1,6.38,,"MULTILINESTRING ((-76.997239 38.999122,-76.995437 38.999614))",449
1027,,28,22135,23404,15288,16115,7013789,0.29,6.67,,"MULTILINESTRING ((-76.995437 38.999614,-76.993239 38.995813))",449
1027,,29,23404,22137,18898,16115,7013789,0.13,6.8,,"MULTILINESTRING ((-76.993239 38.995813,-76.992588 38.993952))",449
1027,,30,22137,23560,15296,16115,7013789,0.11,6.91,,"MULTILINESTRING ((-76.992588 38.993952,-76.991529 38.992623))",449
1027,,31,23560,26003,19383,16115,7013789,0.03,6.94,,"MULTILINESTRING ((-76.991529 38.992623,-76.991128 38.992241))",449
1027,,32,26003,26017,19445,16117,7013791,0.3,7.24,,"MULTILINESTRING ((-76.991128 38.992241,-76.987617 38.988781))",449
1027,,33,26017,26029,19485,16117,7013791,0.4,7.64,,"MULTILINESTRING ((-76.987617 38.988781,-76.981817 38.985233))",449
1027,,34,26029,26028,19528,16118,7013792,0.17,7.81,,"MULTILINESTRING ((-76.981817 38.985233,-76.979238 38.983791))",449
1027,,35,26028,27353,19525,16119,7013793,0.43,8.24,,"MULTILINESTRING ((-76.979238 38.983791,-76.971418 38.984061))",449
1027,,36,27353,26041,23215,16119,7013793,0.29,8.53,,"MULTILINESTRING ((-76.971418 38.984061,-76.966148 38.984573))",449
1027,,37,26041,26061,19570,16120,7013794,0.58,9.11,,"MULTILINESTRING ((-76.966148 38.984573,-76.955547 38.985542))",449
1027,,38,26061,27366,19651,16120,7013794,0.16,9.27,,"MULTILINESTRING ((-76.955547 38.985542,-76.952677 38.984942))",449
1028,,1,917,28036,2300,16125,7013799,0.35,0.35,,"MULTILINESTRING ((-76.947629 38.98919,-76.94146 38.987543))",449
1028,,2,28036,27367,25381,16125,7013799,0.24,0.59,,"MULTILINESTRING ((-76.94146 38.987543,-76.937301 38.988348))",449
1028,,3,27367,27520,23259,16125,7013799,0.04,0.63,,"MULTILINESTRING ((-76.937301 38.988348,-76.936657 38.988523))",449
1028,,4,27520,26078,23751,16126,7013800,0.09,0.72,,"MULTILINESTRING ((-76.936657 38.988523,-76.935109 38.988613))",449
1029,,1,26570,26551,21308,16131,7013805,0.39,0.39,,"MULTILINESTRING ((-76.932078 38.842793,-76.926748 38.846373))",450
1029,,2,26551,26550,21247,16132,7013806,0.2,0.59,,"MULTILINESTRING ((-76.926748 38.846373,-76.924568 38.848741))",450
1029,,3,26550,27879,21243,16133,7013807,0.21,0.8,,"MULTILINESTRING ((-76.924568 38.848741,-76.921929 38.850972))",450
1029,,4,27879,26548,24901,16134,7013808,0.11,0.91,,"MULTILINESTRING ((-76.921929 38.850972,-76.919969 38.851522))",450
1029,,5,26548,27882,21236,16136,7013810,0.31,1.22,,"MULTILINESTRING ((-76.919969 38.851522,-76.914308 38.852183))",450
1029,,6,27882,26540,24910,16137,7013811,0.23,1.45,,"MULTILINESTRING ((-76.914308 38.852183,-76.910209 38.853042))",450
1029,,7,26540,26539,21206,16138,7013812,0.32,1.77,,"MULTILINESTRING ((-76.910209 38.853042,-76.905419 38.850232))",450
1029,,8,26539,26307,21202,16138,7013812,0.51,2.28,,"MULTILINESTRING ((-76.905419 38.850232,-76.9053 38.845083))",450
1030,,1,836,26534,2129,16150,7013824,0.5,0.5,,"MULTILINESTRING ((-76.898059 38.850747,-76.891799 38.845322))",450
1030,,2,26534,26535,21185,16151,7013825,0.38,0.88,,"MULTILINESTRING ((-76.891799 38.845322,-76.885019 38.843593))",450
1030,,3,26535,1079,21187,16160,7013834,0.53,1.41,,"MULTILINESTRING ((-76.885019 38.843593,-76.878842 38.837607))",450
1030,,4,1079,26602,2634,16160,7013834,0.17,1.58,,"MULTILINESTRING ((-76.878842 38.837607,-76.876127 38.836432))",450
1030,,5,26602,26555,21414,16161,7013835,0.4,1.98,,"MULTILINESTRING ((-76.876127 38.836432,-76.876418 38.830701))",450
1030,,6,26555,26477,21259,16162,7013836,0.19,2.17,,"MULTILINESTRING ((-76.876418 38.830701,-76.878647 38.828543))",450
1030,,7,26477,26475,21027,16162,7013836,0.13,2.3,,"MULTILINESTRING ((-76.878647 38.828543,-76.878246 38.826793))",450
1030,,8,26475,26843,21025,16162,7013836,0.03,2.33,,"MULTILINESTRING ((-76.878246 38.826793,-76.877977 38.826403))",450
1030,,9,26843,26708,22132,16163,7013837,0.58,2.91,,"MULTILINESTRING ((-76.877977 38.826403,-76.886427 38.821143))",450
1030,,10,26708,26709,21697,16166,7013840,0.83,3.74,,"MULTILINESTRING ((-76.886427 38.821143,-76.895507 38.811802))",450
1031,,1,27706,26566,24349,16168,7013842,0.32,0.32,,"MULTILINESTRING ((-76.899433 38.815202,-76.903369 38.818741))",450
1031,,2,26566,27916,21296,16171,7013845,0.16,0.48,,"MULTILINESTRING ((-76.903369 38.818741,-76.905768 38.820083))",450
1031,,3,27916,27917,25019,16173,7013847,0.31,0.79,,"MULTILINESTRING ((-76.905768 38.820083,-76.910447 38.822591))",450
1032,,1,26535,26534,21189,16184,7013858,0.38,0.38,,"MULTILINESTRING ((-76.885019 38.843593,-76.891799 38.845322))",451
1032,,2,26534,26539,21186,16184,7013858,0.81,1.19,,"MULTILINESTRING ((-76.891799 38.845322,-76.905419 38.850232))",451
1032,,3,26539,26540,21204,16188,7013862,0.32,1.51,,"MULTILINESTRING ((-76.905419 38.850232,-76.910209 38.853042))",451
1032,,4,26540,27882,21207,16189,7013863,0.23,1.74,,"MULTILINESTRING ((-76.910209 38.853042,-76.914308 38.852183))",451
1032,,5,27882,26548,24911,16192,7013866,0.31,2.05,,"MULTILINESTRING ((-76.914308 38.852183,-76.919969 38.851522))",451
1032,,6,26548,27879,21235,16193,7013867,0.11,2.16,,"MULTILINESTRING ((-76.919969 38.851522,-76.921929 38.850972))",451
1034,,1,830,27213,2121,16199,7013873,0.41,0.41,,"MULTILINESTRING ((-76.909729 38.829595,-76.911969 38.823872))",452
1034,,2,27213,27917,22773,16200,7013874,0.12,0.53,,"MULTILINESTRING ((-76.911969 38.823872,-76.910447 38.822591))",452
1034,,3,27917,27916,25021,16202,7013876,0.31,0.84,,"MULTILINESTRING ((-76.910447 38.822591,-76.905768 38.820083))",452
1034,,4,27916,26566,25018,16203,7013877,0.16,1,,"MULTILINESTRING ((-76.905768 38.820083,-76.903369 38.818741))",452
1034,,5,26566,27706,21295,16205,7013879,0.32,1.32,,"MULTILINESTRING ((-76.903369 38.818741,-76.899433 38.815202))",452
1034,,6,27706,26709,24350,16205,7013879,0.32,1.64,,"MULTILINESTRING ((-76.899433 38.815202,-76.895507 38.811802))",452
1034,,7,26709,26708,21699,16208,7013882,0.83,2.47,,"MULTILINESTRING ((-76.895507 38.811802,-76.886427 38.821143))",452
1034,,8,26708,26843,21698,16208,7013882,0.58,3.05,,"MULTILINESTRING ((-76.886427 38.821143,-76.877977 38.826403))",452
1034,,9,26843,26475,22130,16209,7013883,0.03,3.08,,"MULTILINESTRING ((-76.877977 38.826403,-76.878246 38.826793))",452
1034,,10,26475,26477,21023,16209,7013883,0.13,3.21,,"MULTILINESTRING ((-76.878246 38.826793,-76.878647 38.828543))",452
1034,,11,26477,26555,21028,16209,7013883,0.19,3.4,,"MULTILINESTRING ((-76.878647 38.828543,-76.876418 38.830701))",452
1034,,12,26555,26602,21261,16211,7013885,0.4,3.8,,"MULTILINESTRING ((-76.876418 38.830701,-76.876127 38.836432))",452
1034,,13,26602,26537,21413,16212,7013886,0.34,4.14,,"MULTILINESTRING ((-76.876127 38.836432,-76.874129 38.840933))",452
1034,,14,26537,27887,21198,16213,7013887,0.13,4.27,,"MULTILINESTRING ((-76.874129 38.840933,-76.874069 38.842871))",452
1034,,15,27887,26536,24925,16213,7013887,0.12,4.39,,"MULTILINESTRING ((-76.874069 38.842871,-76.874027 38.844582))",452
1034,,16,26536,27886,21193,16215,7013889,0.3,4.69,,"MULTILINESTRING ((-76.874027 38.844582,-76.877969 38.847603))",452
1034,,17,27886,26612,24923,16217,7013891,0.21,4.9,,"MULTILINESTRING ((-76.877969 38.847603,-76.881266 38.849273))",452
1035,,1,26308,26535,20507,16220,7013894,0.43,0.43,,"MULTILINESTRING ((-76.885058 38.849771,-76.885019 38.843593))",452
1035,,2,26535,26534,21189,16229,7013903,0.38,0.81,,"MULTILINESTRING ((-76.885019 38.843593,-76.891799 38.845322))",452
1035,,3,26534,26539,21186,16229,7013903,0.81,1.62,,"MULTILINESTRING ((-76.891799 38.845322,-76.905419 38.850232))",452
1035,,4,26539,26540,21204,16233,7013907,0.32,1.94,,"MULTILINESTRING ((-76.905419 38.850232,-76.910209 38.853042))",452
1035,,5,26540,27882,21207,16234,7013908,0.23,2.17,,"MULTILINESTRING ((-76.910209 38.853042,-76.914308 38.852183))",452
1036,,1,27879,26550,24902,16238,7013912,0.21,0.21,,"MULTILINESTRING ((-76.921929 38.850972,-76.924568 38.848741))",452
1036,,2,26550,26551,21242,16240,7013914,0.2,0.41,,"MULTILINESTRING ((-76.924568 38.848741,-76.926748 38.846373))",452
1037,,1,20870,20871,11120,16244,7013918,0.14,0.14,,"MULTILINESTRING ((-77.014806 38.974871,-77.012777 38.973872))",453
1037,,2,20871,20877,11124,16245,7013919,0.14,0.28,,"MULTILINESTRING ((-77.012777 38.973872,-77.01093 38.972411))",453
1037,,3,20877,20879,11140,16248,7013922,0.55,0.83,,"MULTILINESTRING ((-77.01093 38.972411,-77.007668 38.966401))",453
1037,,4,20879,21446,11150,16251,7013925,0.13,0.96,,"MULTILINESTRING ((-77.007668 38.966401,-77.008899 38.964743))",453
1037,,5,21446,20881,13071,16252,7013926,0.19,1.15,,"MULTILINESTRING ((-77.008899 38.964743,-77.010707 38.962343))",453
1037,,6,20881,21502,11158,16253,7013927,0.22,1.37,,"MULTILINESTRING ((-77.010707 38.962343,-77.009057 38.959422))",453
1037,,7,21502,20933,13264,16256,7013930,0.11,1.48,,"MULTILINESTRING ((-77.009057 38.959422,-77.008269 38.957912))",453
1037,,8,20933,20932,11353,16254,7013928,0.08,1.56,,"MULTILINESTRING ((-77.008269 38.957912,-77.009039 38.956882))",453
1037,,9,20932,20930,11351,16254,7013928,0.14,1.7,,"MULTILINESTRING ((-77.009039 38.956882,-77.009039 38.954792))",453
1037,,10,20930,20931,11342,16256,7013930,0.1,1.8,,"MULTILINESTRING ((-77.009039 38.954792,-77.00733 38.955152))",453
1038,,1,21105,5021,11892,16259,7013933,0.38,0.38,,"MULTILINESTRING ((-76.996798 38.952623,-77.00369 38.953502))",454
1038,,2,5021,20941,8027,16259,7013933,0.24,0.62,,"MULTILINESTRING ((-77.00369 38.953502,-77.002139 38.956731))",454
1038,,3,20941,21900,11383,16261,7013935,0.16,0.78,,"MULTILINESTRING ((-77.002139 38.956731,-77.00464 38.955781))",454
1038,,4,21900,21501,14503,16261,7013935,0.09,0.87,,"MULTILINESTRING ((-77.00464 38.955781,-77.006257 38.955402))",454
1038,,5,21501,20931,13260,16261,7013935,0.06,0.93,,"MULTILINESTRING ((-77.006257 38.955402,-77.00733 38.955152))",454
1038,,6,20931,20930,11346,16262,7013936,0.1,1.03,,"MULTILINESTRING ((-77.00733 38.955152,-77.009039 38.954792))",454
1038,,7,20930,20932,11343,16263,7013937,0.14,1.17,,"MULTILINESTRING ((-77.009039 38.954792,-77.009039 38.956882))",454
1038,,8,20932,20933,11352,16263,7013937,0.08,1.25,,"MULTILINESTRING ((-77.009039 38.956882,-77.008269 38.957912))",454
1038,,9,20933,21502,11355,16265,7013939,0.11,1.36,,"MULTILINESTRING ((-77.008269 38.957912,-77.009057 38.959422))",454
1038,,10,21502,20881,13263,16267,7013941,0.22,1.58,,"MULTILINESTRING ((-77.009057 38.959422,-77.010707 38.962343))",454
1038,,11,20881,21446,11156,16268,7013942,0.19,1.77,,"MULTILINESTRING ((-77.010707 38.962343,-77.008899 38.964743))",454
1038,,12,21446,20879,13070,16269,7013943,0.13,1.9,,"MULTILINESTRING ((-77.008899 38.964743,-77.007668 38.966401))",454
1038,,13,20879,20877,11148,16271,7013945,0.55,2.45,,"MULTILINESTRING ((-77.007668 38.966401,-77.01093 38.972411))",454
1039,,1,23086,22549,17870,16276,7013950,0.1,0.1,,"MULTILINESTRING ((-76.991287 39.041043,-76.990728 39.039681))",455
1039,,2,22549,22070,16653,16277,7013951,0.27,0.37,,"MULTILINESTRING ((-76.990728 39.039681,-76.988908 39.036021))",455
1039,,3,22070,23378,15064,16278,7013952,0.23,0.6,,"MULTILINESTRING ((-76.988908 39.036021,-76.986187 39.033382))",455
1039,,4,23378,22548,18810,16280,7013954,0.29,0.89,,"MULTILINESTRING ((-76.986187 39.033382,-76.983667 39.029661))",455
1039,,5,22548,23379,16651,16281,7013955,0.43,1.32,,"MULTILINESTRING ((-76.983667 39.029661,-76.97954 39.024422))",455
1039,,6,23379,22547,18813,16282,7013956,0.19,1.51,,"MULTILINESTRING ((-76.97954 39.024422,-76.977499 39.022192))",455
1039,,7,22547,22466,16646,16283,7013957,0.14,1.65,,"MULTILINESTRING ((-76.977499 39.022192,-76.976767 39.020322))",455
1039,,8,22466,22487,16375,16283,7013957,0.22,1.87,,"MULTILINESTRING ((-76.976767 39.020322,-76.977307 39.017203))",455
1039,,9,22487,22168,16441,16284,7013958,0.13,2,,"MULTILINESTRING ((-76.977307 39.017203,-76.977937 39.015333))",455
1039,,10,22168,22145,15396,16285,7013959,0.28,2.28,,"MULTILINESTRING ((-76.977937 39.015333,-76.979047 39.011421))",455
1039,,11,22145,22144,15322,16285,7013959,0.09,2.37,,"MULTILINESTRING ((-76.979047 39.011421,-76.979417 39.010161))",455
1039,,12,22144,26011,15320,16286,7013960,0.23,2.6,,"MULTILINESTRING ((-76.979417 39.010161,-76.98033 39.006841))",455
1039,,13,26011,22073,19461,16290,7013964,0.38,2.98,,"MULTILINESTRING ((-76.98033 39.006841,-76.986607 39.007812))",455
1040,,1,26020,26019,19494,16293,7013967,0.12,0.12,,"MULTILINESTRING ((-76.981207 39.003143,-76.981967 39.001441))",455
1040,,2,26019,27326,19492,16293,7013967,0.38,0.5,,"MULTILINESTRING ((-76.981967 39.001441,-76.984699 38.996381))",455
1040,,3,27326,26042,23128,16297,7013971,0.25,0.75,,"MULTILINESTRING ((-76.984699 38.996381,-76.986508 38.992971))",455
1040,,4,26042,26017,19572,16299,7013973,0.3,1.05,,"MULTILINESTRING ((-76.986508 38.992971,-76.987617 38.988781))",455
1040,,5,26017,23495,19483,16300,7013974,0.2,1.25,,"MULTILINESTRING ((-76.987617 38.988781,-76.988019 38.985863))",455
1040,,6,23495,26016,19193,16301,7013975,0.3,1.55,,"MULTILINESTRING ((-76.988019 38.985863,-76.98885 38.981513))",455
1040,,7,26016,26015,19482,16302,7013976,0.08,1.63,,"MULTILINESTRING ((-76.98885 38.981513,-76.989546 38.980462))",455
1040,,8,26015,23409,19476,16304,7013978,0.23,1.86,,"MULTILINESTRING ((-76.989546 38.980462,-76.991777 38.977631))",455
1040,,9,23409,26014,18912,16306,7013980,0.21,2.07,,"MULTILINESTRING ((-76.991777 38.977631,-76.994127 38.975262))",455
1040,,10,26014,26013,19474,16308,7013982,0.38,2.45,,"MULTILINESTRING ((-76.994127 38.975262,-76.998429 38.970992))",455
1040,,11,26013,28075,19470,16308,7013982,0.18,2.63,,"MULTILINESTRING ((-76.998429 38.970992,-77.000117 38.968713))",455
1040,,12,28075,20936,25498,16311,7013985,0.25,2.88,,"MULTILINESTRING ((-77.000117 38.968713,-77.002477 38.965682))",455
1040,,13,20936,21449,11363,16311,7013985,0.05,2.93,,"MULTILINESTRING ((-77.002477 38.965682,-77.002927 38.965073))",455
1041,,1,21448,20935,13077,16314,7013988,0.05,0.05,,"MULTILINESTRING ((-77.004738 38.962673,-77.005238 38.961992))",455
1041,,2,20935,20934,11360,16315,7013989,0.19,0.24,,"MULTILINESTRING ((-77.005238 38.961992,-77.007028 38.959592))",455
1041,,3,20934,246,11356,16318,7013992,0.17,0.41,,"MULTILINESTRING ((-77.007028 38.959592,-77.006922 38.957115))",455
1042,,1,5021,20941,8027,16321,7013995,0.24,0.24,,"MULTILINESTRING ((-77.00369 38.953502,-77.002139 38.956731))",456
1042,,2,20941,249,11379,16330,7014004,0.29,0.53,,"MULTILINESTRING ((-77.002139 38.956731,-77.002417 38.960924))",456
1042,,3,249,20935,746,16327,7014001,0.17,0.7,,"MULTILINESTRING ((-77.002417 38.960924,-77.005238 38.961992))",456
1042,,4,20935,21448,11361,16328,7014002,0.05,0.75,,"MULTILINESTRING ((-77.005238 38.961992,-77.004738 38.962673))",456
1042,,5,21448,21449,13078,16330,7014004,0.19,0.94,,"MULTILINESTRING ((-77.004738 38.962673,-77.002927 38.965073))",456
1042,,6,21449,20936,13080,16330,7014004,0.05,0.99,,"MULTILINESTRING ((-77.002927 38.965073,-77.002477 38.965682))",456
1042,,7,20936,28075,11365,16332,7014006,0.25,1.24,,"MULTILINESTRING ((-77.002477 38.965682,-77.000117 38.968713))",456
1042,,8,28075,26013,25499,16333,7014007,0.18,1.42,,"MULTILINESTRING ((-77.000117 38.968713,-76.998429 38.970992))",456
1042,,9,26013,26014,19468,16335,7014009,0.38,1.8,,"MULTILINESTRING ((-76.998429 38.970992,-76.994127 38.975262))",456
1042,,10,26014,23409,19471,16338,7014012,0.21,2.01,,"MULTILINESTRING ((-76.994127 38.975262,-76.991777 38.977631))",456
1043,,1,26016,23495,19480,16343,7014017,0.3,0.3,,"MULTILINESTRING ((-76.98885 38.981513,-76.988019 38.985863))",456
1043,,2,23495,26017,19194,16343,7014017,0.2,0.5,,"MULTILINESTRING ((-76.988019 38.985863,-76.987617 38.988781))",456
1043,,3,26017,26042,19486,16345,7014019,0.3,0.8,,"MULTILINESTRING ((-76.987617 38.988781,-76.986508 38.992971))",456
1043,,4,26042,27326,19574,16347,7014021,0.25,1.05,,"MULTILINESTRING ((-76.986508 38.992971,-76.984699 38.996381))",456
1043,,5,27326,26019,23127,16349,7014023,0.38,1.43,,"MULTILINESTRING ((-76.984699 38.996381,-76.981967 39.001441))",456
1043,,6,26019,26020,19491,16349,7014023,0.12,1.55,,"MULTILINESTRING ((-76.981967 39.001441,-76.981207 39.003143))",456
1043,,7,26020,22073,19493,16353,7014027,0.53,2.08,,"MULTILINESTRING ((-76.981207 39.003143,-76.986607 39.007812))",456
1043,,8,22073,26011,15069,16356,7014030,0.38,2.46,,"MULTILINESTRING ((-76.986607 39.007812,-76.98033 39.006841))",456
1043,,9,26011,22144,19462,16358,7014032,0.23,2.69,,"MULTILINESTRING ((-76.98033 39.006841,-76.979417 39.010161))",456
1043,,10,22144,22145,15319,16358,7014032,0.09,2.78,,"MULTILINESTRING ((-76.979417 39.010161,-76.979047 39.011421))",456
1044,,1,22466,22547,16376,16361,7014035,0.14,0.14,,"MULTILINESTRING ((-76.976767 39.020322,-76.977499 39.022192))",456
1044,,2,22547,23379,16647,16362,7014036,0.19,0.33,,"MULTILINESTRING ((-76.977499 39.022192,-76.97954 39.024422))",456
1044,,3,23379,22548,18814,16364,7014038,0.43,0.76,,"MULTILINESTRING ((-76.97954 39.024422,-76.983667 39.029661))",456
1044,,4,22548,23378,16650,16365,7014039,0.29,1.05,,"MULTILINESTRING ((-76.983667 39.029661,-76.986187 39.033382))",456
1044,,5,23378,22070,18809,16365,7014039,0.23,1.28,,"MULTILINESTRING ((-76.986187 39.033382,-76.988908 39.036021))",456
1044,,6,22070,22549,15063,16367,7014041,0.27,1.55,,"MULTILINESTRING ((-76.988908 39.036021,-76.990728 39.039681))",456
1044,,7,22549,23086,16655,16368,7014042,0.1,1.65,,"MULTILINESTRING ((-76.990728 39.039681,-76.991287 39.041043))",456
1045,,1,23379,22547,18813,16372,7014046,0.19,0.19,,"MULTILINESTRING ((-76.97954 39.024422,-76.977499 39.022192))",457
1045,,2,22547,22466,16646,16372,7014046,0.14,0.33,,"MULTILINESTRING ((-76.977499 39.022192,-76.976767 39.020322))",457
1045,,3,22466,22487,16375,16372,7014046,0.22,0.55,,"MULTILINESTRING ((-76.976767 39.020322,-76.977307 39.017203))",457
1045,,4,22487,22168,16441,16373,7014047,0.13,0.68,,"MULTILINESTRING ((-76.977307 39.017203,-76.977937 39.015333))",457
1045,,5,22168,22145,15396,16373,7014047,0.28,0.96,,"MULTILINESTRING ((-76.977937 39.015333,-76.979047 39.011421))",457
1045,,6,22145,22144,15322,16373,7014047,0.09,1.05,,"MULTILINESTRING ((-76.979047 39.011421,-76.979417 39.010161))",457
1045,,7,22144,26011,15320,16373,7014047,0.23,1.28,,"MULTILINESTRING ((-76.979417 39.010161,-76.98033 39.006841))",457
1045,,8,26011,26947,19463,16373,7014047,0.19,1.47,,"MULTILINESTRING ((-76.98033 39.006841,-76.980869 39.004241))",457
1045,,9,26947,26020,22338,16373,7014047,0.08,1.55,,"MULTILINESTRING ((-76.980869 39.004241,-76.981207 39.003143))",457
1045,,10,26020,26019,19494,16373,7014047,0.12,1.67,,"MULTILINESTRING ((-76.981207 39.003143,-76.981967 39.001441))",457
