agent_id,given_link_type_code,road_sequence,from_node_id,to_node_id,link_id,trace_no,trace_id,length,distance,link_type_code,geometry,old_agent_id
1,,1,30072,30578,25819,2,1000002,0.06,0.06,,"MULTILINESTRING ((-77.109867 38.856363,-77.108747 38.856634))",1
1,,2,30578,30577,27201,3,1000003,0.13,0.19,,"MULTILINESTRING ((-77.108747 38.856634,-77.106518 38.857281))",1
1,,3,30577,30576,27197,3,1000003,0.14,0.33,,"MULTILINESTRING ((-77.106518 38.857281,-77.104099 38.857961))",1
1,,4,30576,30073,27194,4,1000004,0.16,0.49,,"MULTILINESTRING ((-77.104099 38.857961,-77.101267 38.858831))",1
1,,5,30073,30573,25821,5,1000005,0.15,0.64,,"MULTILINESTRING ((-77.101267 38.858831,-77.098697 38.859542))",1
1,,6,30573,30574,27187,6,1000006,0.09,0.73,,"MULTILINESTRING ((-77.098697 38.859542,-77.097058 38.859972))",1
1,,7,30574,30154,27188,6,1000006,0.08,0.81,,"MULTILINESTRING ((-77.097058 38.859972,-77.095699 38.860322))",1
1,,8,30154,30153,26097,7,1000007,0.21,1.02,,"MULTILINESTRING ((-77.095699 38.860322,-77.091978 38.861253))",1
1,,9,30153,30572,26095,8,1000008,0.1,1.12,,"MULTILINESTRING ((-77.091978 38.861253,-77.092029 38.862672))",1
1,,10,30572,30628,27184,8,1000008,0.15,1.27,,"MULTILINESTRING ((-77.092029 38.862672,-77.092368 38.864753))",1
1,,11,30628,30152,27358,10,1000010,0.17,1.44,,"MULTILINESTRING ((-77.092368 38.864753,-77.094527 38.866432))",1
1,,12,30152,30321,26089,12,1000012,0.23,1.67,,"MULTILINESTRING ((-77.094527 38.866432,-77.097937 38.868453))",1
1,,13,30321,30336,26606,13,1000013,0.19,1.86,,"MULTILINESTRING ((-77.097937 38.868453,-77.100398 38.870403))",1
1,,14,30336,30334,26642,14,1000014,0.04,1.9,,"MULTILINESTRING ((-77.100398 38.870403,-77.100897 38.870834))",1
1,,15,30334,30593,26639,14,1000014,0.19,2.09,,"MULTILINESTRING ((-77.100897 38.870834,-77.10351 38.872712))",1
1,,16,30593,30595,27249,15,1000015,0.08,2.17,,"MULTILINESTRING ((-77.10351 38.872712,-77.104547 38.873464))",1
1,,17,30595,30135,27254,15,1000015,0.04,2.21,,"MULTILINESTRING ((-77.104547 38.873464,-77.105148 38.873891))",1
1,,18,30135,30640,26036,17,1000017,0.17,2.38,,"MULTILINESTRING ((-77.105148 38.873891,-77.107416 38.875512))",1
1,,19,30640,30326,27398,18,1000018,0.06,2.44,,"MULTILINESTRING ((-77.107416 38.875512,-77.108267 38.876151))",1
1,,20,30326,30488,26622,20,1000020,0.12,2.56,,"MULTILINESTRING ((-77.108267 38.876151,-77.107799 38.877802))",1
2,,1,30487,30133,26916,22,1000022,0.09,0.09,,"MULTILINESTRING ((-77.104088 38.881223,-77.102698 38.881941))",1
2,,2,30133,30486,26029,23,1000023,0.1,0.19,,"MULTILINESTRING ((-77.102698 38.881941,-77.101188 38.882651))",1
2,,3,30486,30632,26913,24,1000024,0.16,0.35,,"MULTILINESTRING ((-77.101188 38.882651,-77.098966 38.884103))",1
2,,4,30632,30131,27372,24,1000024,0.03,0.38,,"MULTILINESTRING ((-77.098966 38.884103,-77.098658 38.884422))",1
2,,5,30131,30130,26018,24,1000024,0.15,0.53,,"MULTILINESTRING ((-77.098658 38.884422,-77.096837 38.885994))",1
2,,6,30130,30140,26015,25,1000025,0.14,0.67,,"MULTILINESTRING ((-77.096837 38.885994,-77.094987 38.887461))",1
2,,7,30140,30283,26053,25,1000025,0.13,0.8,,"MULTILINESTRING ((-77.094987 38.887461,-77.093239 38.888671))",1
2,,8,30283,30657,26492,27,1000027,0.15,0.95,,"MULTILINESTRING ((-77.093239 38.888671,-77.090697 38.889631))",1
2,,9,30657,30525,27451,28,1000028,0.12,1.07,,"MULTILINESTRING ((-77.090697 38.889631,-77.088618 38.890413))",1
3,,1,30151,1540,26085,33,1000033,0.25,0.25,,"MULTILINESTRING ((-77.117697 38.854033,-77.118694 38.857645))",2
3,,2,1540,30071,3629,36,1000036,0.37,0.62,,"MULTILINESTRING ((-77.118694 38.857645,-77.112187 38.855911))",2
3,,3,30071,30072,25815,37,1000037,0.13,0.75,,"MULTILINESTRING ((-77.112187 38.855911,-77.109867 38.856363))",2
3,,4,30072,30578,25819,37,1000037,0.06,0.81,,"MULTILINESTRING ((-77.109867 38.856363,-77.108747 38.856634))",2
3,,5,30578,30577,27201,38,1000038,0.13,0.94,,"MULTILINESTRING ((-77.108747 38.856634,-77.106518 38.857281))",2
3,,6,30577,30576,27197,38,1000038,0.14,1.08,,"MULTILINESTRING ((-77.106518 38.857281,-77.104099 38.857961))",2
3,,7,30576,30073,27194,39,1000039,0.16,1.24,,"MULTILINESTRING ((-77.104099 38.857961,-77.101267 38.858831))",2
3,,8,30073,30573,25821,40,1000040,0.15,1.39,,"MULTILINESTRING ((-77.101267 38.858831,-77.098697 38.859542))",2
3,,9,30573,30574,27187,41,1000041,0.09,1.48,,"MULTILINESTRING ((-77.098697 38.859542,-77.097058 38.859972))",2
3,,10,30574,30154,27188,41,1000041,0.08,1.56,,"MULTILINESTRING ((-77.097058 38.859972,-77.095699 38.860322))",2
3,,11,30154,30153,26097,42,1000042,0.21,1.77,,"MULTILINESTRING ((-77.095699 38.860322,-77.091978 38.861253))",2
3,,12,30153,30572,26095,43,1000043,0.1,1.87,,"MULTILINESTRING ((-77.091978 38.861253,-77.092029 38.862672))",2
3,,13,30572,30628,27184,43,1000043,0.15,2.02,,"MULTILINESTRING ((-77.092029 38.862672,-77.092368 38.864753))",2
3,,14,30628,30152,27358,45,1000045,0.17,2.19,,"MULTILINESTRING ((-77.092368 38.864753,-77.094527 38.866432))",2
3,,15,30152,30321,26089,47,1000047,0.23,2.42,,"MULTILINESTRING ((-77.094527 38.866432,-77.097937 38.868453))",2
3,,16,30321,30336,26606,48,1000048,0.19,2.61,,"MULTILINESTRING ((-77.097937 38.868453,-77.100398 38.870403))",2
3,,17,30336,30334,26642,49,1000049,0.04,2.65,,"MULTILINESTRING ((-77.100398 38.870403,-77.100897 38.870834))",2
4,,1,30135,30640,26036,52,1000052,0.17,0.17,,"MULTILINESTRING ((-77.105148 38.873891,-77.107416 38.875512))",2
4,,2,30640,30326,27398,53,1000053,0.06,0.23,,"MULTILINESTRING ((-77.107416 38.875512,-77.108267 38.876151))",2
4,,3,30326,30488,26622,55,1000055,0.12,0.35,,"MULTILINESTRING ((-77.108267 38.876151,-77.107799 38.877802))",2
4,,4,30488,30095,26918,55,1000055,0.14,0.49,,"MULTILINESTRING ((-77.107799 38.877802,-77.107577 38.879891))",2
4,,5,30095,30487,25901,56,1000056,0.21,0.7,,"MULTILINESTRING ((-77.107577 38.879891,-77.104088 38.881223))",2
4,,6,30487,30133,26916,57,1000057,0.09,0.79,,"MULTILINESTRING ((-77.104088 38.881223,-77.102698 38.881941))",2
4,,7,30133,30486,26029,58,1000058,0.1,0.89,,"MULTILINESTRING ((-77.102698 38.881941,-77.101188 38.882651))",2
4,,8,30486,30632,26913,59,1000059,0.16,1.05,,"MULTILINESTRING ((-77.101188 38.882651,-77.098966 38.884103))",2
4,,9,30632,30131,27372,59,1000059,0.03,1.08,,"MULTILINESTRING ((-77.098966 38.884103,-77.098658 38.884422))",2
4,,10,30131,30130,26018,59,1000059,0.15,1.23,,"MULTILINESTRING ((-77.098658 38.884422,-77.096837 38.885994))",2
4,,11,30130,30140,26015,60,1000060,0.14,1.37,,"MULTILINESTRING ((-77.096837 38.885994,-77.094987 38.887461))",2
4,,12,30140,30283,26053,60,1000060,0.13,1.5,,"MULTILINESTRING ((-77.094987 38.887461,-77.093239 38.888671))",2
4,,13,30283,30657,26492,62,1000062,0.15,1.65,,"MULTILINESTRING ((-77.093239 38.888671,-77.090697 38.889631))",2
4,,14,30657,30525,27451,63,1000063,0.12,1.77,,"MULTILINESTRING ((-77.090697 38.889631,-77.088618 38.890413))",2
5,,1,1478,30123,3477,66,1000066,0.19,0.19,,"MULTILINESTRING ((-77.084797 38.888579,-77.085808 38.891211))",3
5,,2,30123,30525,25995,67,1000067,0.16,0.35,,"MULTILINESTRING ((-77.085808 38.891211,-77.088618 38.890413))",3
5,,3,30525,30657,27033,68,1000068,0.12,0.47,,"MULTILINESTRING ((-77.088618 38.890413,-77.090697 38.889631))",3
5,,4,30657,30283,27450,69,1000069,0.15,0.62,,"MULTILINESTRING ((-77.090697 38.889631,-77.093239 38.888671))",3
5,,5,30283,30140,26491,70,1000070,0.13,0.75,,"MULTILINESTRING ((-77.093239 38.888671,-77.094987 38.887461))",3
5,,6,30140,30130,26052,71,1000071,0.14,0.89,,"MULTILINESTRING ((-77.094987 38.887461,-77.096837 38.885994))",3
5,,7,30130,30131,26014,71,1000071,0.15,1.04,,"MULTILINESTRING ((-77.096837 38.885994,-77.098658 38.884422))",3
5,,8,30131,30632,26021,71,1000071,0.03,1.07,,"MULTILINESTRING ((-77.098658 38.884422,-77.098966 38.884103))",3
5,,9,30632,30486,27373,71,1000071,0.16,1.23,,"MULTILINESTRING ((-77.098966 38.884103,-77.101188 38.882651))",3
5,,10,30486,30133,26912,73,1000073,0.1,1.33,,"MULTILINESTRING ((-77.101188 38.882651,-77.102698 38.881941))",3
5,,11,30133,30487,26030,74,1000074,0.09,1.42,,"MULTILINESTRING ((-77.102698 38.881941,-77.104088 38.881223))",3
5,,12,30487,30095,26915,76,1000076,0.21,1.63,,"MULTILINESTRING ((-77.104088 38.881223,-77.107577 38.879891))",3
5,,13,30095,30488,25902,78,1000078,0.14,1.77,,"MULTILINESTRING ((-77.107577 38.879891,-77.107799 38.877802))",3
5,,14,30488,30326,26919,77,1000077,0.12,1.89,,"MULTILINESTRING ((-77.107799 38.877802,-77.108267 38.876151))",3
5,,15,30326,30640,26623,78,1000078,0.06,1.95,,"MULTILINESTRING ((-77.108267 38.876151,-77.107416 38.875512))",3
5,,16,30640,30135,27397,79,1000079,0.17,2.12,,"MULTILINESTRING ((-77.107416 38.875512,-77.105148 38.873891))",3
5,,17,30135,30595,26034,79,1000079,0.04,2.16,,"MULTILINESTRING ((-77.105148 38.873891,-77.104547 38.873464))",3
5,,18,30595,30593,27255,79,1000079,0.08,2.24,,"MULTILINESTRING ((-77.104547 38.873464,-77.10351 38.872712))",3
5,,19,30593,30334,27248,81,1000081,0.19,2.43,,"MULTILINESTRING ((-77.10351 38.872712,-77.100897 38.870834))",3
5,,20,30334,30336,26637,81,1000081,0.04,2.47,,"MULTILINESTRING ((-77.100897 38.870834,-77.100398 38.870403))",3
5,,21,30336,30321,26641,82,1000082,0.19,2.66,,"MULTILINESTRING ((-77.100398 38.870403,-77.097937 38.868453))",3
5,,22,30321,30152,26605,83,1000083,0.23,2.89,,"MULTILINESTRING ((-77.097937 38.868453,-77.094527 38.866432))",3
6,,1,30153,30154,26092,86,1000086,0.21,0.21,,"MULTILINESTRING ((-77.091978 38.861253,-77.095699 38.860322))",3
6,,2,30154,30574,26098,87,1000087,0.08,0.29,,"MULTILINESTRING ((-77.095699 38.860322,-77.097058 38.859972))",3
6,,3,30574,30573,27189,87,1000087,0.09,0.38,,"MULTILINESTRING ((-77.097058 38.859972,-77.098697 38.859542))",3
6,,4,30573,30073,27186,87,1000087,0.15,0.53,,"MULTILINESTRING ((-77.098697 38.859542,-77.101267 38.858831))",3
6,,5,30073,30576,25823,89,1000089,0.16,0.69,,"MULTILINESTRING ((-77.101267 38.858831,-77.104099 38.857961))",3
6,,6,30576,30577,27195,90,1000090,0.14,0.83,,"MULTILINESTRING ((-77.104099 38.857961,-77.106518 38.857281))",3
6,,7,30577,30578,27198,90,1000090,0.13,0.96,,"MULTILINESTRING ((-77.106518 38.857281,-77.108747 38.856634))",3
6,,8,30578,30072,27200,90,1000090,0.06,1.02,,"MULTILINESTRING ((-77.108747 38.856634,-77.109867 38.856363))",3
7,,1,1492,30539,3515,99,1000099,0.27,0.27,,"MULTILINESTRING ((-77.063111 38.862359,-77.060638 38.865691))",4
7,,2,30539,30215,27080,100,1000100,0.12,0.39,,"MULTILINESTRING ((-77.060638 38.865691,-77.062766 38.865912))",4
7,,3,30215,30190,26302,100,1000100,0.12,0.51,,"MULTILINESTRING ((-77.062766 38.865912,-77.064936 38.865563))",4
7,,4,30190,30292,26222,101,1000101,0.4,0.91,,"MULTILINESTRING ((-77.064936 38.865563,-77.068248 38.861014))",4
7,,5,30292,30199,26512,103,1000103,0.07,0.98,,"MULTILINESTRING ((-77.068248 38.861014,-77.069067 38.861862))",4
7,,6,30199,30200,26252,102,1000102,0.21,1.19,,"MULTILINESTRING ((-77.069067 38.861862,-77.067939 38.864762))",4
7,,7,30200,30431,26253,103,1000103,0.11,1.3,,"MULTILINESTRING ((-77.067939 38.864762,-77.06985 38.865162))",4
7,,8,30431,30461,26785,104,1000104,0.09,1.39,,"MULTILINESTRING ((-77.06985 38.865162,-77.071539 38.865391))",4
7,,9,30461,30463,26835,108,1000108,0.23,1.62,,"MULTILINESTRING ((-77.071539 38.865391,-77.075386 38.866871))",4
7,,10,30463,30317,26839,109,1000109,0.28,1.9,,"MULTILINESTRING ((-77.075386 38.866871,-77.079049 38.869661))",4
7,,11,30317,30146,26594,111,1000111,0.18,2.08,,"MULTILINESTRING ((-77.079049 38.869661,-77.080889 38.871802))",4
7,,12,30146,30332,26073,109,1000109,0.13,2.21,,"MULTILINESTRING ((-77.080889 38.871802,-77.081979 38.873413))",4
7,,13,30332,30330,26633,111,1000111,0.16,2.37,,"MULTILINESTRING ((-77.081979 38.873413,-77.083727 38.875251))",4
7,,14,30330,30535,26630,112,1000112,0.19,2.56,,"MULTILINESTRING ((-77.083727 38.875251,-77.08635 38.877053))",4
7,,15,30535,30141,27065,113,1000113,0.09,2.65,,"MULTILINESTRING ((-77.08635 38.877053,-77.087506 38.877901))",4
7,,16,30141,30138,26057,115,1000115,0.26,2.91,,"MULTILINESTRING ((-77.087506 38.877901,-77.090499 38.880782))",4
7,,17,30138,30312,26046,116,1000116,0.12,3.03,,"MULTILINESTRING ((-77.090499 38.880782,-77.091538 38.882382))",4
7,,18,30312,30665,26580,116,1000116,0.04,3.07,,"MULTILINESTRING ((-77.091538 38.882382,-77.091826 38.882873))",4
8,,1,30284,30140,26493,118,1000118,0.03,0.03,,"MULTILINESTRING ((-77.094937 38.887003,-77.094987 38.887461))",4
8,,2,30140,30130,26052,120,1000120,0.14,0.17,,"MULTILINESTRING ((-77.094987 38.887461,-77.096837 38.885994))",4
8,,3,30130,30131,26014,120,1000120,0.15,0.32,,"MULTILINESTRING ((-77.096837 38.885994,-77.098658 38.884422))",4
8,,4,30131,30632,26021,120,1000120,0.03,0.35,,"MULTILINESTRING ((-77.098658 38.884422,-77.098966 38.884103))",4
8,,5,30632,30486,27373,120,1000120,0.16,0.51,,"MULTILINESTRING ((-77.098966 38.884103,-77.101188 38.882651))",4
8,,6,30486,30133,26912,122,1000122,0.1,0.61,,"MULTILINESTRING ((-77.101188 38.882651,-77.102698 38.881941))",4
8,,7,30133,30487,26030,123,1000123,0.09,0.7,,"MULTILINESTRING ((-77.102698 38.881941,-77.104088 38.881223))",4
8,,8,30487,30095,26915,124,1000124,0.21,0.91,,"MULTILINESTRING ((-77.104088 38.881223,-77.107577 38.879891))",4
9,,1,30352,30241,26673,126,1000126,0.05,0.05,,"MULTILINESTRING ((-77.054298 38.865551,-77.054319 38.864851))",5
9,,2,30241,30233,26376,128,1000128,0.12,0.17,,"MULTILINESTRING ((-77.054319 38.864851,-77.056609 38.865133))",5
9,,3,30233,30196,26350,129,1000129,0.1,0.27,,"MULTILINESTRING ((-77.056609 38.865133,-77.058439 38.865382))",5
9,,4,30196,30539,26242,129,1000129,0.12,0.39,,"MULTILINESTRING ((-77.058439 38.865382,-77.060638 38.865691))",5
9,,5,30539,30215,27080,130,1000130,0.12,0.51,,"MULTILINESTRING ((-77.060638 38.865691,-77.062766 38.865912))",5
9,,6,30215,30190,26302,130,1000130,0.12,0.63,,"MULTILINESTRING ((-77.062766 38.865912,-77.064936 38.865563))",5
9,,7,30190,30292,26222,131,1000131,0.4,1.03,,"MULTILINESTRING ((-77.064936 38.865563,-77.068248 38.861014))",5
9,,8,30292,30199,26512,133,1000133,0.07,1.1,,"MULTILINESTRING ((-77.068248 38.861014,-77.069067 38.861862))",5
9,,9,30199,30200,26252,132,1000132,0.21,1.31,,"MULTILINESTRING ((-77.069067 38.861862,-77.067939 38.864762))",5
9,,10,30200,30431,26253,133,1000133,0.11,1.42,,"MULTILINESTRING ((-77.067939 38.864762,-77.06985 38.865162))",5
9,,11,30431,30461,26785,134,1000134,0.09,1.51,,"MULTILINESTRING ((-77.06985 38.865162,-77.071539 38.865391))",5
9,,12,30461,30463,26835,138,1000138,0.23,1.74,,"MULTILINESTRING ((-77.071539 38.865391,-77.075386 38.866871))",5
9,,13,30463,30317,26839,139,1000139,0.28,2.02,,"MULTILINESTRING ((-77.075386 38.866871,-77.079049 38.869661))",5
9,,14,30317,30146,26594,141,1000141,0.18,2.2,,"MULTILINESTRING ((-77.079049 38.869661,-77.080889 38.871802))",5
9,,15,30146,30332,26073,139,1000139,0.13,2.33,,"MULTILINESTRING ((-77.080889 38.871802,-77.081979 38.873413))",5
9,,16,30332,30330,26633,141,1000141,0.16,2.49,,"MULTILINESTRING ((-77.081979 38.873413,-77.083727 38.875251))",5
9,,17,30330,30535,26630,142,1000142,0.19,2.68,,"MULTILINESTRING ((-77.083727 38.875251,-77.08635 38.877053))",5
9,,18,30535,30141,27065,143,1000143,0.09,2.77,,"MULTILINESTRING ((-77.08635 38.877053,-77.087506 38.877901))",5
10,,1,30665,30127,27478,147,1000147,0.13,0.13,,"MULTILINESTRING ((-77.091826 38.882873,-77.093037 38.884481))",5
10,,2,30127,30285,26005,147,1000147,0.12,0.25,,"MULTILINESTRING ((-77.093037 38.884481,-77.094739 38.885603))",5
10,,3,30285,30284,26498,148,1000148,0.1,0.35,,"MULTILINESTRING ((-77.094739 38.885603,-77.094937 38.887003))",5
10,,4,30284,30140,26493,148,1000148,0.03,0.38,,"MULTILINESTRING ((-77.094937 38.887003,-77.094987 38.887461))",5
10,,5,30140,30130,26052,150,1000150,0.14,0.52,,"MULTILINESTRING ((-77.094987 38.887461,-77.096837 38.885994))",5
10,,6,30130,30131,26014,150,1000150,0.15,0.67,,"MULTILINESTRING ((-77.096837 38.885994,-77.098658 38.884422))",5
10,,7,30131,30632,26021,150,1000150,0.03,0.7,,"MULTILINESTRING ((-77.098658 38.884422,-77.098966 38.884103))",5
10,,8,30632,30486,27373,150,1000150,0.16,0.86,,"MULTILINESTRING ((-77.098966 38.884103,-77.101188 38.882651))",5
10,,9,30486,30133,26912,152,1000152,0.1,0.96,,"MULTILINESTRING ((-77.101188 38.882651,-77.102698 38.881941))",5
10,,10,30133,30487,26030,153,1000153,0.09,1.05,,"MULTILINESTRING ((-77.102698 38.881941,-77.104088 38.881223))",5
10,,11,30487,30095,26915,154,1000154,0.21,1.26,,"MULTILINESTRING ((-77.104088 38.881223,-77.107577 38.879891))",5
11,,1,30489,1415,26920,156,1000156,0.08,0.08,,"MULTILINESTRING ((-77.111789 38.882122,-77.111457 38.881035))",6
11,,2,1415,30484,3322,158,1000158,0.2,0.28,,"MULTILINESTRING ((-77.111457 38.881035,-77.107688 38.881132))",6
11,,3,30484,30095,26907,157,1000157,0.09,0.37,,"MULTILINESTRING ((-77.107688 38.881132,-77.107577 38.879891))",6
11,,4,30095,30487,25901,158,1000158,0.21,0.58,,"MULTILINESTRING ((-77.107577 38.879891,-77.104088 38.881223))",6
11,,5,30487,30133,26916,159,1000159,0.09,0.67,,"MULTILINESTRING ((-77.104088 38.881223,-77.102698 38.881941))",6
11,,6,30133,30486,26029,160,1000160,0.1,0.77,,"MULTILINESTRING ((-77.102698 38.881941,-77.101188 38.882651))",6
11,,7,30486,30632,26913,161,1000161,0.16,0.93,,"MULTILINESTRING ((-77.101188 38.882651,-77.098966 38.884103))",6
11,,8,30632,30131,27372,161,1000161,0.03,0.96,,"MULTILINESTRING ((-77.098966 38.884103,-77.098658 38.884422))",6
11,,9,30131,30130,26018,161,1000161,0.15,1.11,,"MULTILINESTRING ((-77.098658 38.884422,-77.096837 38.885994))",6
11,,10,30130,5058,26013,162,1000162,0.09,1.2,,"MULTILINESTRING ((-77.096837 38.885994,-77.095485 38.886632))",6
11,,11,5058,30285,8073,163,1000163,0.08,1.28,,"MULTILINESTRING ((-77.095485 38.886632,-77.094739 38.885603))",6
11,,12,30285,30127,26496,164,1000164,0.12,1.4,,"MULTILINESTRING ((-77.094739 38.885603,-77.093037 38.884481))",6
11,,13,30127,30665,26007,165,1000165,0.13,1.53,,"MULTILINESTRING ((-77.093037 38.884481,-77.091826 38.882873))",6
11,,14,30665,30312,27479,165,1000165,0.04,1.57,,"MULTILINESTRING ((-77.091826 38.882873,-77.091538 38.882382))",6
11,,15,30312,30138,26578,166,1000166,0.12,1.69,,"MULTILINESTRING ((-77.091538 38.882382,-77.090499 38.880782))",6
11,,16,30138,30141,26045,168,1000168,0.26,1.95,,"MULTILINESTRING ((-77.090499 38.880782,-77.087506 38.877901))",6
11,,17,30141,30535,26058,168,1000168,0.09,2.04,,"MULTILINESTRING ((-77.087506 38.877901,-77.08635 38.877053))",6
11,,18,30535,30330,27066,169,1000169,0.19,2.23,,"MULTILINESTRING ((-77.08635 38.877053,-77.083727 38.875251))",6
11,,19,30330,30332,26628,169,1000169,0.16,2.39,,"MULTILINESTRING ((-77.083727 38.875251,-77.081979 38.873413))",6
11,,20,30332,30146,26632,171,1000171,0.13,2.52,,"MULTILINESTRING ((-77.081979 38.873413,-77.080889 38.871802))",6
11,,21,30146,30319,26072,171,1000171,0.3,2.82,,"MULTILINESTRING ((-77.080889 38.871802,-77.08635 38.871183))",6
11,,22,30319,30320,26599,171,1000171,0.11,2.93,,"MULTILINESTRING ((-77.08635 38.871183,-77.088348 38.870822))",6
11,,23,30320,30537,26602,167,1000167,0.19,3.12,,"MULTILINESTRING ((-77.088348 38.870822,-77.08812 38.868104))",6
11,,24,30537,1490,27070,175,1000175,0.35,3.47,,"MULTILINESTRING ((-77.08812 38.868104,-77.082062 38.866235))",6
11,,25,1490,30157,3509,174,1000174,0.16,3.63,,"MULTILINESTRING ((-77.082062 38.866235,-77.080339 38.864273))",6
12,,1,30538,30201,27076,177,1000177,0.19,0.19,,"MULTILINESTRING ((-77.070013 38.866941,-77.066547 38.867662))",6
12,,2,30201,30294,26255,178,1000178,0.22,0.41,,"MULTILINESTRING ((-77.066547 38.867662,-77.065278 38.870093))",6
12,,3,30294,30533,26520,178,1000178,0.08,0.49,,"MULTILINESTRING ((-77.065278 38.870093,-77.063947 38.870374))",6
12,,4,30533,30459,27060,178,1000178,0.14,0.63,,"MULTILINESTRING ((-77.063947 38.870374,-77.061519 38.869831))",6
12,,5,30459,30458,26828,179,1000179,0.13,0.76,,"MULTILINESTRING ((-77.061519 38.869831,-77.062199 38.868074))",6
12,,6,30458,1494,26823,178,1000178,0.08,0.84,,"MULTILINESTRING ((-77.062199 38.868074,-77.060759 38.867737))",6
12,,7,1494,30205,3518,177,1000177,0.1,0.94,,"MULTILINESTRING ((-77.060759 38.867737,-77.058968 38.867713))",6
13,,1,5048,30279,8051,182,1000182,0.04,0.04,,"MULTILINESTRING ((-77.049881 38.857357,-77.049218 38.857553))",7
15,,1,30071,30072,25815,186,1000186,0.13,0.13,,"MULTILINESTRING ((-77.112187 38.855911,-77.109867 38.856363))",9
15,,2,30072,30164,25818,187,1000187,0.45,0.58,,"MULTILINESTRING ((-77.109867 38.856363,-77.103428 38.852503))",9
15,,3,30164,30575,26133,188,1000188,0.32,0.9,,"MULTILINESTRING ((-77.103428 38.852503,-77.100329 38.856172))",9
15,,4,30575,30073,27191,189,1000189,0.19,1.09,,"MULTILINESTRING ((-77.100329 38.856172,-77.101267 38.858831))",9
15,,5,30073,30573,25821,190,1000190,0.15,1.24,,"MULTILINESTRING ((-77.101267 38.858831,-77.098697 38.859542))",9
15,,6,30573,30574,27187,190,1000190,0.09,1.33,,"MULTILINESTRING ((-77.098697 38.859542,-77.097058 38.859972))",9
15,,7,30574,30154,27188,191,1000191,0.08,1.41,,"MULTILINESTRING ((-77.097058 38.859972,-77.095699 38.860322))",9
15,,8,30154,30153,26097,192,1000192,0.21,1.62,,"MULTILINESTRING ((-77.095699 38.860322,-77.091978 38.861253))",9
15,,9,30153,30155,26093,193,1000193,0.19,1.81,,"MULTILINESTRING ((-77.091978 38.861253,-77.088579 38.862153))",9
15,,10,30155,30156,26100,193,1000193,0.09,1.9,,"MULTILINESTRING ((-77.088579 38.862153,-77.087006 38.862564))",9
15,,11,30156,30536,26104,193,1000193,0.11,2.01,,"MULTILINESTRING ((-77.087006 38.862564,-77.087328 38.864104))",9
15,,12,30536,30224,27069,193,1000193,0.2,2.21,,"MULTILINESTRING ((-77.087328 38.864104,-77.087907 38.866931))",9
15,,13,30224,30537,26331,193,1000193,0.08,2.29,,"MULTILINESTRING ((-77.087907 38.866931,-77.08812 38.868104))",9
15,,14,30537,30320,27072,199,1000199,0.19,2.48,,"MULTILINESTRING ((-77.08812 38.868104,-77.088348 38.870822))",9
15,,15,30320,30319,26601,197,1000197,0.11,2.59,,"MULTILINESTRING ((-77.088348 38.870822,-77.08635 38.871183))",9
15,,16,30319,30146,26598,197,1000197,0.3,2.89,,"MULTILINESTRING ((-77.08635 38.871183,-77.080889 38.871802))",9
15,,17,30146,1486,26070,196,1000196,0.25,3.14,,"MULTILINESTRING ((-77.080889 38.871802,-77.079558 38.875331))",9
15,,18,1486,30139,3503,202,1000202,0.47,3.61,,"MULTILINESTRING ((-77.079558 38.875331,-77.084268 38.881102))",9
15,,19,30139,30138,26050,200,1000200,0.34,3.95,,"MULTILINESTRING ((-77.084268 38.881102,-77.090499 38.880782))",9
15,,20,30138,30312,26046,199,1000199,0.12,4.07,,"MULTILINESTRING ((-77.090499 38.880782,-77.091538 38.882382))",9
15,,21,30312,1479,26577,200,1000200,0.25,4.32,,"MULTILINESTRING ((-77.091538 38.882382,-77.087183 38.881026))",9
15,,22,1479,30523,3481,200,1000200,0.25,4.57,,"MULTILINESTRING ((-77.087183 38.881026,-77.087097 38.884593))",9
15,,23,30523,1478,27024,201,1000201,0.3,4.87,,"MULTILINESTRING ((-77.087097 38.884593,-77.084797 38.888579))",9
15,,24,1478,30123,3477,205,1000205,0.19,5.06,,"MULTILINESTRING ((-77.084797 38.888579,-77.085808 38.891211))",9
16,,1,30324,1475,26615,207,1000207,0.29,0.29,,"MULTILINESTRING ((-77.079267 38.891864,-77.074033 38.892809))",9
16,,2,1475,30116,3471,207,1000207,0.18,0.47,,"MULTILINESTRING ((-77.074033 38.892809,-77.076747 38.894413))",9
17,,1,30151,30582,26086,209,1000209,0.14,0.14,,"MULTILINESTRING ((-77.117697 38.854033,-77.115219 38.854763))",10
17,,2,30582,30071,27213,217,1000217,0.18,0.32,,"MULTILINESTRING ((-77.115219 38.854763,-77.112187 38.855911))",10
17,,3,30071,30072,25815,217,1000217,0.13,0.45,,"MULTILINESTRING ((-77.112187 38.855911,-77.109867 38.856363))",10
17,,4,30072,30164,25818,218,1000218,0.45,0.9,,"MULTILINESTRING ((-77.109867 38.856363,-77.103428 38.852503))",10
17,,5,30164,30575,26133,219,1000219,0.32,1.22,,"MULTILINESTRING ((-77.103428 38.852503,-77.100329 38.856172))",10
17,,6,30575,30073,27191,220,1000220,0.19,1.41,,"MULTILINESTRING ((-77.100329 38.856172,-77.101267 38.858831))",10
17,,7,30073,30573,25821,221,1000221,0.15,1.56,,"MULTILINESTRING ((-77.101267 38.858831,-77.098697 38.859542))",10
