first,agent_id,given_link_type_code,road_sequence,from_node_id,to_node_id,link_id,trace_no,trace_id,length,distance,link_type_code,geometry
first,1,,1,30072,30578,25819,2,1000002,0.06,0.06,,"MULTILINESTRING ((-77.109867 38.856363,-77.108747 38.856634))"
first,1,,2,30578,30577,27201,3,1000003,0.13,0.19,,"MULTILINESTRING ((-77.108747 38.856634,-77.106518 38.857281))"
first,1,,3,30577,30576,27197,3,1000003,0.14,0.33,,"MULTILINESTRING ((-77.106518 38.857281,-77.104099 38.857961))"
first,1,,4,30576,30073,27194,4,1000004,0.16,0.49,,"MULTILINESTRING ((-77.104099 38.857961,-77.101267 38.858831))"
first,1,,5,30073,30573,25821,5,1000005,0.15,0.64,,"MULTILINESTRING ((-77.101267 38.858831,-77.098697 38.859542))"
first,1,,6,30573,30574,27187,6,1000006,0.09,0.73,,"MULTILINESTRING ((-77.098697 38.859542,-77.097058 38.859972))"
first,1,,7,30574,30154,27188,6,1000006,0.08,0.81,,"MULTILINESTRING ((-77.097058 38.859972,-77.095699 38.860322))"
first,1,,8,30154,30153,26097,7,1000007,0.21,1.02,,"MULTILINESTRING ((-77.095699 38.860322,-77.091978 38.861253))"
first,1,,9,30153,30572,26095,8,1000008,0.1,1.12,,"MULTILINESTRING ((-77.091978 38.861253,-77.092029 38.862672))"
first,1,,10,30572,30628,27184,8,1000008,0.15,1.27,,"MULTILINESTRING ((-77.092029 38.862672,-77.092368 38.864753))"
first,1,,11,30628,30152,27358,10,1000010,0.17,1.44,,"MULTILINESTRING ((-77.092368 38.864753,-77.094527 38.866432))"
first,1,,12,30152,30321,26089,12,1000012,0.23,1.67,,"MULTILINESTRING ((-77.094527 38.866432,-77.097937 38.868453))"
first,1,,13,30321,30336,26606,13,1000013,0.19,1.86,,"MULTILINESTRING ((-77.097937 38.868453,-77.100398 38.870403))"
first,1,,14,30336,30334,26642,14,1000014,0.04,1.9,,"MULTILINESTRING ((-77.100398 38.870403,-77.100897 38.870834))"
first,1,,15,30334,30593,26639,14,1000014,0.19,2.09,,"MULTILINESTRING ((-77.100897 38.870834,-77.10351 38.872712))"
first,1,,16,30593,30595,27249,15,1000015,0.08,2.17,,"MULTILINESTRING ((-77.10351 38.872712,-77.104547 38.873464))"
first,1,,17,30595,30135,27254,15,1000015,0.04,2.21,,"MULTILINESTRING ((-77.104547 38.873464,-77.105148 38.873891))"
first,1,,18,30135,30640,26036,17,1000017,0.17,2.38,,"MULTILINESTRING ((-77.105148 38.873891,-77.107416 38.875512))"
first,1,,19,30640,30326,27398,18,1000018,0.06,2.44,,"MULTILINESTRING ((-77.107416 38.875512,-77.108267 38.876151))"
first,1,,20,30326,30488,26622,20,1000020,0.12,2.56,,"MULTILINESTRING ((-77.108267 38.876151,-77.107799 38.877802))"
first,2,,1,30487,30133,26916,22,1000022,0.09,0.09,,"MULTILINESTRING ((-77.104088 38.881223,-77.102698 38.881941))"
first,2,,2,30133,30486,26029,23,1000023,0.1,0.19,,"MULTILINESTRING ((-77.102698 38.881941,-77.101188 38.882651))"
first,2,,3,30486,30632,26913,24,1000024,0.16,0.35,,"MULTILINESTRING ((-77.101188 38.882651,-77.098966 38.884103))"
first,2,,4,30632,30131,27372,24,1000024,0.03,0.38,,"MULTILINESTRING ((-77.098966 38.884103,-77.098658 38.884422))"
first,2,,5,30131,30130,26018,24,1000024,0.15,0.53,,"MULTILINESTRING ((-77.098658 38.884422,-77.096837 38.885994))"
first,2,,6,30130,30140,26015,25,1000025,0.14,0.67,,"MULTILINESTRING ((-77.096837 38.885994,-77.094987 38.887461))"
first,2,,7,30140,30283,26053,25,1000025,0.13,0.8,,"MULTILINESTRING ((-77.094987 38.887461,-77.093239 38.888671))"
first,2,,8,30283,30657,26492,27,1000027,0.15,0.95,,"MULTILINESTRING ((-77.093239 38.888671,-77.090697 38.889631))"
first,2,,9,30657,30525,27451,28,1000028,0.12,1.07,,"MULTILINESTRING ((-77.090697 38.889631,-77.088618 38.890413))"
first,3,,1,1478,30123,3477,31,1000031,0.19,0.19,,"MULTILINESTRING ((-77.084797 38.888579,-77.085808 38.891211))"
first,3,,2,30123,30525,25995,32,1000032,0.16,0.35,,"MULTILINESTRING ((-77.085808 38.891211,-77.088618 38.890413))"
first,3,,3,30525,30657,27033,33,1000033,0.12,0.47,,"MULTILINESTRING ((-77.088618 38.890413,-77.090697 38.889631))"
first,3,,4,30657,30283,27450,34,1000034,0.15,0.62,,"MULTILINESTRING ((-77.090697 38.889631,-77.093239 38.888671))"
first,3,,5,30283,30140,26491,35,1000035,0.13,0.75,,"MULTILINESTRING ((-77.093239 38.888671,-77.094987 38.887461))"
first,3,,6,30140,30130,26052,36,1000036,0.14,0.89,,"MULTILINESTRING ((-77.094987 38.887461,-77.096837 38.885994))"
first,3,,7,30130,30131,26014,36,1000036,0.15,1.04,,"MULTILINESTRING ((-77.096837 38.885994,-77.098658 38.884422))"
first,3,,8,30131,30632,26021,36,1000036,0.03,1.07,,"MULTILINESTRING ((-77.098658 38.884422,-77.098966 38.884103))"
first,3,,9,30632,30486,27373,36,1000036,0.16,1.23,,"MULTILINESTRING ((-77.098966 38.884103,-77.101188 38.882651))"
first,3,,10,30486,30133,26912,38,1000038,0.1,1.33,,"MULTILINESTRING ((-77.101188 38.882651,-77.102698 38.881941))"
first,3,,11,30133,30487,26030,39,1000039,0.09,1.42,,"MULTILINESTRING ((-77.102698 38.881941,-77.104088 38.881223))"
first,3,,12,30487,30095,26915,41,1000041,0.21,1.63,,"MULTILINESTRING ((-77.104088 38.881223,-77.107577 38.879891))"
first,3,,13,30095,30488,25902,43,1000043,0.14,1.77,,"MULTILINESTRING ((-77.107577 38.879891,-77.107799 38.877802))"
first,3,,14,30488,30326,26919,42,1000042,0.12,1.89,,"MULTILINESTRING ((-77.107799 38.877802,-77.108267 38.876151))"
first,3,,15,30326,30640,26623,43,1000043,0.06,1.95,,"MULTILINESTRING ((-77.108267 38.876151,-77.107416 38.875512))"
first,3,,16,30640,30135,27397,44,1000044,0.17,2.12,,"MULTILINESTRING ((-77.107416 38.875512,-77.105148 38.873891))"
first,3,,17,30135,30595,26034,44,1000044,0.04,2.16,,"MULTILINESTRING ((-77.105148 38.873891,-77.104547 38.873464))"
first,3,,18,30595,30593,27255,44,1000044,0.08,2.24,,"MULTILINESTRING ((-77.104547 38.873464,-77.10351 38.872712))"
first,3,,19,30593,30334,27248,46,1000046,0.19,2.43,,"MULTILINESTRING ((-77.10351 38.872712,-77.100897 38.870834))"
first,3,,20,30334,30336,26637,46,1000046,0.04,2.47,,"MULTILINESTRING ((-77.100897 38.870834,-77.100398 38.870403))"
first,3,,21,30336,30321,26641,47,1000047,0.19,2.66,,"MULTILINESTRING ((-77.100398 38.870403,-77.097937 38.868453))"
first,3,,22,30321,30152,26605,48,1000048,0.23,2.89,,"MULTILINESTRING ((-77.097937 38.868453,-77.094527 38.866432))"
first,4,,1,30153,30154,26092,51,1000051,0.21,0.21,,"MULTILINESTRING ((-77.091978 38.861253,-77.095699 38.860322))"
first,4,,2,30154,30574,26098,52,1000052,0.08,0.29,,"MULTILINESTRING ((-77.095699 38.860322,-77.097058 38.859972))"
first,4,,3,30574,30573,27189,52,1000052,0.09,0.38,,"MULTILINESTRING ((-77.097058 38.859972,-77.098697 38.859542))"
first,4,,4,30573,30073,27186,52,1000052,0.15,0.53,,"MULTILINESTRING ((-77.098697 38.859542,-77.101267 38.858831))"
first,4,,5,30073,30576,25823,54,1000054,0.16,0.69,,"MULTILINESTRING ((-77.101267 38.858831,-77.104099 38.857961))"
first,4,,6,30576,30577,27195,55,1000055,0.14,0.83,,"MULTILINESTRING ((-77.104099 38.857961,-77.106518 38.857281))"
first,4,,7,30577,30578,27198,55,1000055,0.13,0.96,,"MULTILINESTRING ((-77.106518 38.857281,-77.108747 38.856634))"
first,4,,8,30578,30072,27200,55,1000055,0.06,1.02,,"MULTILINESTRING ((-77.108747 38.856634,-77.109867 38.856363))"
first,5,,1,1492,30539,3515,64,1000064,0.27,0.27,,"MULTILINESTRING ((-77.063111 38.862359,-77.060638 38.865691))"
first,5,,2,30539,30215,27080,65,1000065,0.12,0.39,,"MULTILINESTRING ((-77.060638 38.865691,-77.062766 38.865912))"
first,5,,3,30215,30190,26302,65,1000065,0.12,0.51,,"MULTILINESTRING ((-77.062766 38.865912,-77.064936 38.865563))"
first,5,,4,30190,30292,26222,66,1000066,0.4,0.91,,"MULTILINESTRING ((-77.064936 38.865563,-77.068248 38.861014))"
first,5,,5,30292,30199,26512,68,1000068,0.07,0.98,,"MULTILINESTRING ((-77.068248 38.861014,-77.069067 38.861862))"
first,5,,6,30199,30200,26252,67,1000067,0.21,1.19,,"MULTILINESTRING ((-77.069067 38.861862,-77.067939 38.864762))"
first,5,,7,30200,30431,26253,68,1000068,0.11,1.3,,"MULTILINESTRING ((-77.067939 38.864762,-77.06985 38.865162))"
first,5,,8,30431,30461,26785,69,1000069,0.09,1.39,,"MULTILINESTRING ((-77.06985 38.865162,-77.071539 38.865391))"
first,5,,9,30461,30463,26835,73,1000073,0.23,1.62,,"MULTILINESTRING ((-77.071539 38.865391,-77.075386 38.866871))"
first,5,,10,30463,30317,26839,74,1000074,0.28,1.9,,"MULTILINESTRING ((-77.075386 38.866871,-77.079049 38.869661))"
first,5,,11,30317,30146,26594,76,1000076,0.18,2.08,,"MULTILINESTRING ((-77.079049 38.869661,-77.080889 38.871802))"
first,5,,12,30146,30332,26073,74,1000074,0.13,2.21,,"MULTILINESTRING ((-77.080889 38.871802,-77.081979 38.873413))"
first,5,,13,30332,30330,26633,76,1000076,0.16,2.37,,"MULTILINESTRING ((-77.081979 38.873413,-77.083727 38.875251))"
first,5,,14,30330,30535,26630,77,1000077,0.19,2.56,,"MULTILINESTRING ((-77.083727 38.875251,-77.08635 38.877053))"
first,5,,15,30535,30141,27065,78,1000078,0.09,2.65,,"MULTILINESTRING ((-77.08635 38.877053,-77.087506 38.877901))"
first,5,,16,30141,30138,26057,80,1000080,0.26,2.91,,"MULTILINESTRING ((-77.087506 38.877901,-77.090499 38.880782))"
first,5,,17,30138,30312,26046,81,1000081,0.12,3.03,,"MULTILINESTRING ((-77.090499 38.880782,-77.091538 38.882382))"
first,5,,18,30312,30665,26580,81,1000081,0.04,3.07,,"MULTILINESTRING ((-77.091538 38.882382,-77.091826 38.882873))"
first,6,,1,30284,30140,26493,83,1000083,0.03,0.03,,"MULTILINESTRING ((-77.094937 38.887003,-77.094987 38.887461))"
first,6,,2,30140,30130,26052,85,1000085,0.14,0.17,,"MULTILINESTRING ((-77.094987 38.887461,-77.096837 38.885994))"
first,6,,3,30130,30131,26014,85,1000085,0.15,0.32,,"MULTILINESTRING ((-77.096837 38.885994,-77.098658 38.884422))"
first,6,,4,30131,30632,26021,85,1000085,0.03,0.35,,"MULTILINESTRING ((-77.098658 38.884422,-77.098966 38.884103))"
first,6,,5,30632,30486,27373,85,1000085,0.16,0.51,,"MULTILINESTRING ((-77.098966 38.884103,-77.101188 38.882651))"
first,6,,6,30486,30133,26912,87,1000087,0.1,0.61,,"MULTILINESTRING ((-77.101188 38.882651,-77.102698 38.881941))"
first,6,,7,30133,30487,26030,88,1000088,0.09,0.7,,"MULTILINESTRING ((-77.102698 38.881941,-77.104088 38.881223))"
first,6,,8,30487,30095,26915,89,1000089,0.21,0.91,,"MULTILINESTRING ((-77.104088 38.881223,-77.107577 38.879891))"
first,7,,1,30352,30241,26673,91,1000091,0.05,0.05,,"MULTILINESTRING ((-77.054298 38.865551,-77.054319 38.864851))"
first,7,,2,30241,30233,26376,93,1000093,0.12,0.17,,"MULTILINESTRING ((-77.054319 38.864851,-77.056609 38.865133))"
first,7,,3,30233,30196,26350,94,1000094,0.1,0.27,,"MULTILINESTRING ((-77.056609 38.865133,-77.058439 38.865382))"
first,7,,4,30196,30539,26242,94,1000094,0.12,0.39,,"MULTILINESTRING ((-77.058439 38.865382,-77.060638 38.865691))"
first,7,,5,30539,30215,27080,95,1000095,0.12,0.51,,"MULTILINESTRING ((-77.060638 38.865691,-77.062766 38.865912))"
first,7,,6,30215,30190,26302,95,1000095,0.12,0.63,,"MULTILINESTRING ((-77.062766 38.865912,-77.064936 38.865563))"
first,7,,7,30190,30292,26222,96,1000096,0.4,1.03,,"MULTILINESTRING ((-77.064936 38.865563,-77.068248 38.861014))"
first,7,,8,30292,30199,26512,98,1000098,0.07,1.1,,"MULTILINESTRING ((-77.068248 38.861014,-77.069067 38.861862))"
first,7,,9,30199,30200,26252,97,1000097,0.21,1.31,,"MULTILINESTRING ((-77.069067 38.861862,-77.067939 38.864762))"
first,7,,10,30200,30431,26253,98,1000098,0.11,1.42,,"MULTILINESTRING ((-77.067939 38.864762,-77.06985 38.865162))"
first,7,,11,30431,30461,26785,99,1000099,0.09,1.51,,"MULTILINESTRING ((-77.06985 38.865162,-77.071539 38.865391))"
first,7,,12,30461,30463,26835,103,1000103,0.23,1.74,,"MULTILINESTRING ((-77.071539 38.865391,-77.075386 38.866871))"
first,7,,13,30463,30317,26839,104,1000104,0.28,2.02,,"MULTILINESTRING ((-77.075386 38.866871,-77.079049 38.869661))"
first,7,,14,30317,30146,26594,106,1000106,0.18,2.2,,"MULTILINESTRING ((-77.079049 38.869661,-77.080889 38.871802))"
first,7,,15,30146,30332,26073,104,1000104,0.13,2.33,,"MULTILINESTRING ((-77.080889 38.871802,-77.081979 38.873413))"
first,7,,16,30332,30330,26633,106,1000106,0.16,2.49,,"MULTILINESTRING ((-77.081979 38.873413,-77.083727 38.875251))"
first,7,,17,30330,30535,26630,107,1000107,0.19,2.68,,"MULTILINESTRING ((-77.083727 38.875251,-77.08635 38.877053))"
first,7,,18,30535,30141,27065,108,1000108,0.09,2.77,,"MULTILINESTRING ((-77.08635 38.877053,-77.087506 38.877901))"
first,8,,1,30665,30127,27478,112,1000112,0.13,0.13,,"MULTILINESTRING ((-77.091826 38.882873,-77.093037 38.884481))"
first,8,,2,30127,30285,26005,112,1000112,0.12,0.25,,"MULTILINESTRING ((-77.093037 38.884481,-77.094739 38.885603))"
first,8,,3,30285,30284,26498,113,1000113,0.1,0.35,,"MULTILINESTRING ((-77.094739 38.885603,-77.094937 38.887003))"
first,8,,4,30284,30140,26493,113,1000113,0.03,0.38,,"MULTILINESTRING ((-77.094937 38.887003,-77.094987 38.887461))"
first,8,,5,30140,30130,26052,115,1000115,0.14,0.52,,"MULTILINESTRING ((-77.094987 38.887461,-77.096837 38.885994))"
first,8,,6,30130,30131,26014,115,1000115,0.15,0.67,,"MULTILINESTRING ((-77.096837 38.885994,-77.098658 38.884422))"
first,8,,7,30131,30632,26021,115,1000115,0.03,0.7,,"MULTILINESTRING ((-77.098658 38.884422,-77.098966 38.884103))"
first,8,,8,30632,30486,27373,115,1000115,0.16,0.86,,"MULTILINESTRING ((-77.098966 38.884103,-77.101188 38.882651))"
first,8,,9,30486,30133,26912,117,1000117,0.1,0.96,,"MULTILINESTRING ((-77.101188 38.882651,-77.102698 38.881941))"
first,8,,10,30133,30487,26030,118,1000118,0.09,1.05,,"MULTILINESTRING ((-77.102698 38.881941,-77.104088 38.881223))"
first,8,,11,30487,30095,26915,119,1000119,0.21,1.26,,"MULTILINESTRING ((-77.104088 38.881223,-77.107577 38.879891))"
first,9,,1,30489,1415,26920,121,1000121,0.08,0.08,,"MULTILINESTRING ((-77.111789 38.882122,-77.111457 38.881035))"
first,9,,2,1415,30484,3322,123,1000123,0.2,0.28,,"MULTILINESTRING ((-77.111457 38.881035,-77.107688 38.881132))"
first,9,,3,30484,30095,26907,122,1000122,0.09,0.37,,"MULTILINESTRING ((-77.107688 38.881132,-77.107577 38.879891))"
first,9,,4,30095,30487,25901,123,1000123,0.21,0.58,,"MULTILINESTRING ((-77.107577 38.879891,-77.104088 38.881223))"
first,9,,5,30487,30133,26916,124,1000124,0.09,0.67,,"MULTILINESTRING ((-77.104088 38.881223,-77.102698 38.881941))"
first,9,,6,30133,30486,26029,125,1000125,0.1,0.77,,"MULTILINESTRING ((-77.102698 38.881941,-77.101188 38.882651))"
first,9,,7,30486,30632,26913,126,1000126,0.16,0.93,,"MULTILINESTRING ((-77.101188 38.882651,-77.098966 38.884103))"
first,9,,8,30632,30131,27372,126,1000126,0.03,0.96,,"MULTILINESTRING ((-77.098966 38.884103,-77.098658 38.884422))"
first,9,,9,30131,30130,26018,126,1000126,0.15,1.11,,"MULTILINESTRING ((-77.098658 38.884422,-77.096837 38.885994))"
first,9,,10,30130,5058,26013,127,1000127,0.09,1.2,,"MULTILINESTRING ((-77.096837 38.885994,-77.095485 38.886632))"
first,9,,11,5058,30285,8073,128,1000128,0.08,1.28,,"MULTILINESTRING ((-77.095485 38.886632,-77.094739 38.885603))"
first,9,,12,30285,30127,26496,129,1000129,0.12,1.4,,"MULTILINESTRING ((-77.094739 38.885603,-77.093037 38.884481))"
first,9,,13,30127,30665,26007,130,1000130,0.13,1.53,,"MULTILINESTRING ((-77.093037 38.884481,-77.091826 38.882873))"
first,9,,14,30665,30312,27479,130,1000130,0.04,1.57,,"MULTILINESTRING ((-77.091826 38.882873,-77.091538 38.882382))"
first,9,,15,30312,30138,26578,131,1000131,0.12,1.69,,"MULTILINESTRING ((-77.091538 38.882382,-77.090499 38.880782))"
first,9,,16,30138,30141,26045,133,1000133,0.26,1.95,,"MULTILINESTRING ((-77.090499 38.880782,-77.087506 38.877901))"
first,9,,17,30141,30535,26058,133,1000133,0.09,2.04,,"MULTILINESTRING ((-77.087506 38.877901,-77.08635 38.877053))"
first,9,,18,30535,30330,27066,134,1000134,0.19,2.23,,"MULTILINESTRING ((-77.08635 38.877053,-77.083727 38.875251))"
first,9,,19,30330,30332,26628,134,1000134,0.16,2.39,,"MULTILINESTRING ((-77.083727 38.875251,-77.081979 38.873413))"
first,9,,20,30332,30146,26632,136,1000136,0.13,2.52,,"MULTILINESTRING ((-77.081979 38.873413,-77.080889 38.871802))"
first,9,,21,30146,30319,26072,136,1000136,0.3,2.82,,"MULTILINESTRING ((-77.080889 38.871802,-77.08635 38.871183))"
first,9,,22,30319,30320,26599,136,1000136,0.11,2.93,,"MULTILINESTRING ((-77.08635 38.871183,-77.088348 38.870822))"
first,9,,23,30320,30537,26602,132,1000132,0.19,3.12,,"MULTILINESTRING ((-77.088348 38.870822,-77.08812 38.868104))"
first,9,,24,30537,1490,27070,140,1000140,0.35,3.47,,"MULTILINESTRING ((-77.08812 38.868104,-77.082062 38.866235))"
first,9,,25,1490,30157,3509,139,1000139,0.16,3.63,,"MULTILINESTRING ((-77.082062 38.866235,-77.080339 38.864273))"
first,10,,1,30538,30201,27076,142,1000142,0.19,0.19,,"MULTILINESTRING ((-77.070013 38.866941,-77.066547 38.867662))"
first,10,,2,30201,30294,26255,143,1000143,0.22,0.41,,"MULTILINESTRING ((-77.066547 38.867662,-77.065278 38.870093))"
first,10,,3,30294,30533,26520,143,1000143,0.08,0.49,,"MULTILINESTRING ((-77.065278 38.870093,-77.063947 38.870374))"
first,10,,4,30533,30459,27060,143,1000143,0.14,0.63,,"MULTILINESTRING ((-77.063947 38.870374,-77.061519 38.869831))"
first,10,,5,30459,30458,26828,144,1000144,0.13,0.76,,"MULTILINESTRING ((-77.061519 38.869831,-77.062199 38.868074))"
first,10,,6,30458,1494,26823,143,1000143,0.08,0.84,,"MULTILINESTRING ((-77.062199 38.868074,-77.060759 38.867737))"
first,10,,7,1494,30205,3518,142,1000142,0.1,0.94,,"MULTILINESTRING ((-77.060759 38.867737,-77.058968 38.867713))"
first,11,,1,5048,30279,8051,147,1000147,0.04,0.04,,"MULTILINESTRING ((-77.049881 38.857357,-77.049218 38.857553))"
first,13,,1,30071,30072,25815,151,1000151,0.13,0.13,,"MULTILINESTRING ((-77.112187 38.855911,-77.109867 38.856363))"
first,13,,2,30072,30164,25818,152,1000152,0.45,0.58,,"MULTILINESTRING ((-77.109867 38.856363,-77.103428 38.852503))"
first,13,,3,30164,30575,26133,153,1000153,0.32,0.9,,"MULTILINESTRING ((-77.103428 38.852503,-77.100329 38.856172))"
first,13,,4,30575,30073,27191,154,1000154,0.19,1.09,,"MULTILINESTRING ((-77.100329 38.856172,-77.101267 38.858831))"
first,13,,5,30073,30573,25821,155,1000155,0.15,1.24,,"MULTILINESTRING ((-77.101267 38.858831,-77.098697 38.859542))"
first,13,,6,30573,30574,27187,155,1000155,0.09,1.33,,"MULTILINESTRING ((-77.098697 38.859542,-77.097058 38.859972))"
first,13,,7,30574,30154,27188,156,1000156,0.08,1.41,,"MULTILINESTRING ((-77.097058 38.859972,-77.095699 38.860322))"
first,13,,8,30154,30153,26097,157,1000157,0.21,1.62,,"MULTILINESTRING ((-77.095699 38.860322,-77.091978 38.861253))"
first,13,,9,30153,30155,26093,158,1000158,0.19,1.81,,"MULTILINESTRING ((-77.091978 38.861253,-77.088579 38.862153))"
first,13,,10,30155,30156,26100,158,1000158,0.09,1.9,,"MULTILINESTRING ((-77.088579 38.862153,-77.087006 38.862564))"
first,13,,11,30156,30536,26104,158,1000158,0.11,2.01,,"MULTILINESTRING ((-77.087006 38.862564,-77.087328 38.864104))"
first,13,,12,30536,30224,27069,158,1000158,0.2,2.21,,"MULTILINESTRING ((-77.087328 38.864104,-77.087907 38.866931))"
first,13,,13,30224,30537,26331,158,1000158,0.08,2.29,,"MULTILINESTRING ((-77.087907 38.866931,-77.08812 38.868104))"
first,13,,14,30537,30320,27072,164,1000164,0.19,2.48,,"MULTILINESTRING ((-77.08812 38.868104,-77.088348 38.870822))"
first,13,,15,30320,30319,26601,162,1000162,0.11,2.59,,"MULTILINESTRING ((-77.088348 38.870822,-77.08635 38.871183))"
first,13,,16,30319,30146,26598,162,1000162,0.3,2.89,,"MULTILINESTRING ((-77.08635 38.871183,-77.080889 38.871802))"
first,13,,17,30146,1486,26070,161,1000161,0.25,3.14,,"MULTILINESTRING ((-77.080889 38.871802,-77.079558 38.875331))"
first,13,,18,1486,30139,3503,167,1000167,0.47,3.61,,"MULTILINESTRING ((-77.079558 38.875331,-77.084268 38.881102))"
first,13,,19,30139,30138,26050,165,1000165,0.34,3.95,,"MULTILINESTRING ((-77.084268 38.881102,-77.090499 38.880782))"
first,13,,20,30138,30312,26046,164,1000164,0.12,4.07,,"MULTILINESTRING ((-77.090499 38.880782,-77.091538 38.882382))"
first,13,,21,30312,1479,26577,165,1000165,0.25,4.32,,"MULTILINESTRING ((-77.091538 38.882382,-77.087183 38.881026))"
first,13,,22,1479,30523,3481,165,1000165,0.25,4.57,,"MULTILINESTRING ((-77.087183 38.881026,-77.087097 38.884593))"
first,13,,23,30523,1478,27024,166,1000166,0.3,4.87,,"MULTILINESTRING ((-77.087097 38.884593,-77.084797 38.888579))"
first,13,,24,1478,30123,3477,170,1000170,0.19,5.06,,"MULTILINESTRING ((-77.084797 38.888579,-77.085808 38.891211))"
first,14,,1,30324,1475,26615,172,1000172,0.29,0.29,,"MULTILINESTRING ((-77.079267 38.891864,-77.074033 38.892809))"
first,14,,2,1475,30116,3471,172,1000172,0.18,0.47,,"MULTILINESTRING ((-77.074033 38.892809,-77.076747 38.894413))"
first,15,,1,1473,30520,3469,175,1000175,0.21,0.21,,"MULTILINESTRING ((-77.076317 38.896737,-77.078177 38.894113))"
first,15,,2,30520,30117,27017,176,1000176,0.13,0.34,,"MULTILINESTRING ((-77.078177 38.894113,-77.080277 38.893271))"
first,15,,3,30117,30122,25969,176,1000176,0.23,0.57,,"MULTILINESTRING ((-77.080277 38.893271,-77.083968 38.891723))"
first,15,,4,30122,30123,25989,177,1000177,0.11,0.68,,"MULTILINESTRING ((-77.083968 38.891723,-77.085808 38.891211))"
first,15,,5,30123,1478,25991,177,1000177,0.19,0.87,,"MULTILINESTRING ((-77.085808 38.891211,-77.084797 38.888579))"
first,15,,6,1478,30523,3479,181,1000181,0.3,1.17,,"MULTILINESTRING ((-77.084797 38.888579,-77.087097 38.884593))"
first,15,,7,30523,1479,27025,182,1000182,0.25,1.42,,"MULTILINESTRING ((-77.087097 38.884593,-77.087183 38.881026))"
first,15,,8,1479,30535,3482,182,1000182,0.28,1.7,,"MULTILINESTRING ((-77.087183 38.881026,-77.08635 38.877053))"
first,15,,9,30535,30330,27066,183,1000183,0.19,1.89,,"MULTILINESTRING ((-77.08635 38.877053,-77.083727 38.875251))"
first,15,,10,30330,30332,26628,184,1000184,0.16,2.05,,"MULTILINESTRING ((-77.083727 38.875251,-77.081979 38.873413))"
first,15,,11,30332,30146,26632,185,1000185,0.13,2.18,,"MULTILINESTRING ((-77.081979 38.873413,-77.080889 38.871802))"
first,15,,12,30146,30319,26072,185,1000185,0.3,2.48,,"MULTILINESTRING ((-77.080889 38.871802,-77.08635 38.871183))"
first,15,,13,30319,30320,26599,185,1000185,0.11,2.59,,"MULTILINESTRING ((-77.08635 38.871183,-77.088348 38.870822))"
first,15,,14,30320,30537,26602,183,1000183,0.19,2.78,,"MULTILINESTRING ((-77.088348 38.870822,-77.08812 38.868104))"
first,15,,15,30537,30224,27071,189,1000189,0.08,2.86,,"MULTILINESTRING ((-77.08812 38.868104,-77.087907 38.866931))"
first,15,,16,30224,30536,26330,189,1000189,0.2,3.06,,"MULTILINESTRING ((-77.087907 38.866931,-77.087328 38.864104))"
first,15,,17,30536,30156,27068,189,1000189,0.11,3.17,,"MULTILINESTRING ((-77.087328 38.864104,-77.087006 38.862564))"
first,15,,18,30156,30155,26101,189,1000189,0.09,3.26,,"MULTILINESTRING ((-77.087006 38.862564,-77.088579 38.862153))"
first,15,,19,30155,30153,26099,190,1000190,0.19,3.45,,"MULTILINESTRING ((-77.088579 38.862153,-77.091978 38.861253))"
first,15,,20,30153,30154,26092,191,1000191,0.21,3.66,,"MULTILINESTRING ((-77.091978 38.861253,-77.095699 38.860322))"
first,15,,21,30154,30574,26098,191,1000191,0.08,3.74,,"MULTILINESTRING ((-77.095699 38.860322,-77.097058 38.859972))"
first,15,,22,30574,30573,27189,191,1000191,0.09,3.83,,"MULTILINESTRING ((-77.097058 38.859972,-77.098697 38.859542))"
first,15,,23,30573,30073,27186,191,1000191,0.15,3.98,,"MULTILINESTRING ((-77.098697 38.859542,-77.101267 38.858831))"
first,17,,1,30489,30093,26921,204,1000204,0.05,0.05,,"MULTILINESTRING ((-77.111789 38.882122,-77.112689 38.882091))"
first,17,,2,30093,30088,25893,205,1000205,0.16,0.21,,"MULTILINESTRING ((-77.112689 38.882091,-77.115738 38.882034))"
first,17,,3,30088,30308,25875,206,1000206,0.11,0.32,,"MULTILINESTRING ((-77.115738 38.882034,-77.116397 38.883612))"
first,17,,4,30308,30090,26566,206,1000206,0.13,0.45,,"MULTILINESTRING ((-77.116397 38.883612,-77.117078 38.885393))"
first,17,,5,30090,30492,25882,207,1000207,0.05,0.5,,"MULTILINESTRING ((-77.117078 38.885393,-77.118086 38.885373))"
first,17,,6,30492,30506,26931,208,1000208,0.17,0.67,,"MULTILINESTRING ((-77.118086 38.885373,-77.121209 38.885273))"
first,17,,7,30506,30306,26973,208,1000208,0.06,0.73,,"MULTILINESTRING ((-77.121209 38.885273,-77.12226 38.885231))"
first,17,,8,30306,30056,26557,209,1000209,0.24,0.97,,"MULTILINESTRING ((-77.12226 38.885231,-77.126696 38.885111))"
first,17,,9,30056,30611,25767,209,1000209,0.17,1.14,,"MULTILINESTRING ((-77.126696 38.885111,-77.129797 38.884512))"
first,17,,10,30611,30613,27307,212,1000212,0.41,1.55,,"MULTILINESTRING ((-77.129797 38.884512,-77.13187 38.890059))"
first,17,,11,30613,30610,27312,212,1000212,0.24,1.79,,"MULTILINESTRING ((-77.13187 38.890059,-77.133548 38.893193))"
first,17,,12,30610,30612,27303,212,1000212,0.08,1.87,,"MULTILINESTRING ((-77.133548 38.893193,-77.134361 38.894131))"
