first,agent_id,given_link_type_code,road_sequence,from_node_id,to_node_id,link_id,trace_no,trace_id,length,distance,link_type_code,geometry
first,845,,1,778,27723,2035,13296,7011455,0.94,0.94,,"MULTILINESTRING ((-77.029028 38.76873,-77.016718 38.759098))"
first,845,,2,27723,27722,24402,13297,7011456,0.37,1.31,,"MULTILINESTRING ((-77.016718 38.759098,-77.010392 38.760795))"
first,845,,3,27722,26792,24399,13298,7011457,0.31,1.62,,"MULTILINESTRING ((-77.010392 38.760795,-77.004697 38.761032))"
first,845,,4,26792,26788,21966,13299,7011458,0.73,2.35,,"MULTILINESTRING ((-77.004697 38.761032,-76.993089 38.755842))"
first,845,,5,26788,27085,21954,13299,7011458,0.02,2.37,,"MULTILINESTRING ((-76.993089 38.755842,-76.993061 38.755584))"
first,845,,6,27085,27083,22571,13299,7011458,0.53,2.9,,"MULTILINESTRING ((-76.993061 38.755584,-76.992263 38.74795))"
first,845,,7,27083,26803,22568,13311,7011470,0.37,3.27,,"MULTILINESTRING ((-76.992263 38.74795,-76.991699 38.742662))"
first,845,,8,26803,26797,22002,13300,7011459,0.77,4.04,,"MULTILINESTRING ((-76.991699 38.742662,-77.002627 38.737742))"
first,845,,9,26797,26799,21983,13306,7011465,0.81,4.85,,"MULTILINESTRING ((-77.002627 38.737742,-77.005157 38.726223))"
first,845,,10,26799,27593,21990,13306,7011465,0.08,4.93,,"MULTILINESTRING ((-77.005157 38.726223,-77.004929 38.725083))"
first,845,,11,27593,27590,23990,13308,7011467,0.53,5.46,,"MULTILINESTRING ((-77.004929 38.725083,-77.005788 38.717941))"
first,847,,1,26802,27077,22000,13314,7011473,0.01,0.01,,"MULTILINESTRING ((-76.989917 38.725511,-76.990144 38.725388))"
first,847,,2,27077,27592,22563,13313,7011472,0.49,0.5,,"MULTILINESTRING ((-76.990144 38.725388,-76.998939 38.724197))"
first,847,,3,27592,27593,23988,13314,7011473,0.34,0.84,,"MULTILINESTRING ((-76.998939 38.724197,-77.004929 38.725083))"
first,847,,4,27593,26799,23989,13320,7011479,0.08,0.92,,"MULTILINESTRING ((-77.004929 38.725083,-77.005157 38.726223))"
first,847,,5,26799,26797,21989,13324,7011483,0.81,1.73,,"MULTILINESTRING ((-77.005157 38.726223,-77.002627 38.737742))"
first,847,,6,26797,26803,21984,13326,7011485,0.77,2.5,,"MULTILINESTRING ((-77.002627 38.737742,-76.991699 38.742662))"
first,847,,7,26803,27083,22004,13314,7011473,0.37,2.87,,"MULTILINESTRING ((-76.991699 38.742662,-76.992263 38.74795))"
first,847,,8,27083,27085,22569,13327,7011486,0.53,3.4,,"MULTILINESTRING ((-76.992263 38.74795,-76.993061 38.755584))"
first,847,,9,27085,26788,22570,13327,7011486,0.02,3.42,,"MULTILINESTRING ((-76.993061 38.755584,-76.993089 38.755842))"
first,847,,10,26788,26792,21953,13327,7011486,0.73,4.15,,"MULTILINESTRING ((-76.993089 38.755842,-77.004697 38.761032))"
first,847,,11,26792,27722,21968,13329,7011488,0.31,4.46,,"MULTILINESTRING ((-77.004697 38.761032,-77.010392 38.760795))"
first,847,,12,27722,27723,24400,13330,7011489,0.37,4.83,,"MULTILINESTRING ((-77.010392 38.760795,-77.016718 38.759098))"
first,848,,1,27723,778,24401,13334,7011493,0.94,0.94,,"MULTILINESTRING ((-77.016718 38.759098,-77.029028 38.76873))"
first,848,,2,778,27725,2036,13336,7011495,0.73,1.67,,"MULTILINESTRING ((-77.029028 38.76873,-77.016287 38.772261))"
first,848,,3,27725,26793,24407,13339,7011498,0.79,2.46,,"MULTILINESTRING ((-77.016287 38.772261,-77.005989 38.777334))"
first,848,,4,26793,26794,21969,13339,7011498,0.15,2.61,,"MULTILINESTRING ((-77.005989 38.777334,-77.006459 38.779533))"
first,848,,5,26794,27697,21975,13341,7011500,0.36,2.97,,"MULTILINESTRING ((-77.006459 38.779533,-77.005926 38.784563))"
first,848,,6,27697,27922,24322,13344,7011503,0.88,3.85,,"MULTILINESTRING ((-77.005926 38.784563,-77.003117 38.797134))"
first,848,,7,27922,26766,25035,13346,7011505,0.45,4.3,,"MULTILINESTRING ((-77.003117 38.797134,-76.998808 38.802161))"
first,848,,8,26766,26492,21880,13346,7011505,0.05,4.35,,"MULTILINESTRING ((-76.998808 38.802161,-76.998808 38.802842))"
first,848,,9,26492,26490,21059,13346,7011505,0.22,4.57,,"MULTILINESTRING ((-76.998808 38.802842,-76.99851 38.806022))"
first,848,,10,26490,26597,21056,13346,7011505,0.18,4.75,,"MULTILINESTRING ((-76.99851 38.806022,-76.998418 38.808663))"
first,848,,11,26597,26596,21401,13346,7011505,0.24,4.99,,"MULTILINESTRING ((-76.998418 38.808663,-76.998418 38.812093))"
first,848,,12,26596,26595,21396,13347,7011506,0.23,5.22,,"MULTILINESTRING ((-76.998418 38.812093,-76.99851 38.815401))"
first,848,,13,26595,26400,21393,13348,7011507,0.24,5.46,,"MULTILINESTRING ((-76.99851 38.815401,-76.999629 38.818781))"
first,848,,14,26400,21376,20810,13348,7011507,0.19,5.65,,"MULTILINESTRING ((-76.999629 38.818781,-77.001289 38.821283))"
first,848,,15,21376,28092,12873,13351,7011510,0.15,5.8,,"MULTILINESTRING ((-77.001289 38.821283,-76.999289 38.822801))"
first,848,,16,28092,21375,25550,13351,7011510,0.06,5.86,,"MULTILINESTRING ((-76.999289 38.822801,-76.998488 38.823441))"
first,848,,17,21375,21374,12868,13351,7011510,0.19,6.05,,"MULTILINESTRING ((-76.998488 38.823441,-76.995908 38.825402))"
first,848,,18,21374,20865,12865,13351,7011510,0.25,6.3,,"MULTILINESTRING ((-76.995908 38.825402,-76.992598 38.827971))"
first,849,,1,5019,21010,8022,13353,7011512,0.31,0.31,,"MULTILINESTRING ((-76.994901 38.920663,-77.000549 38.919812))"
first,849,,2,21010,21590,11558,13358,7011517,0.2,0.51,,"MULTILINESTRING ((-77.000549 38.919812,-77.000556 38.916981))"
first,849,,3,21590,21800,13540,13358,7011517,0.1,0.61,,"MULTILINESTRING ((-77.000556 38.916981,-77.000556 38.915562))"
first,849,,4,21800,21591,14183,13360,7011519,0.41,1.02,,"MULTILINESTRING ((-77.000556 38.915562,-77.00437 38.912563))"
first,849,,5,21591,21005,13543,13362,7011521,0.25,1.27,,"MULTILINESTRING ((-77.00437 38.912563,-77.008998 38.912593))"
first,849,,6,21005,20312,11535,13363,7011522,0.13,1.4,,"MULTILINESTRING ((-77.008998 38.912593,-77.009008 38.910773))"
first,849,,7,20312,21770,9265,13363,7011522,0.03,1.43,,"MULTILINESTRING ((-77.009008 38.910773,-77.008998 38.910383))"
first,849,,8,21770,20307,14091,13364,7011523,0.05,1.48,,"MULTILINESTRING ((-77.008998 38.910383,-77.008998 38.909622))"
first,849,,9,20307,21771,9249,13364,7011523,0.07,1.55,,"MULTILINESTRING ((-77.008998 38.909622,-77.008994 38.90854))"
first,849,,10,21771,20309,14096,13364,7011523,0.08,1.63,,"MULTILINESTRING ((-77.008994 38.90854,-77.009008 38.907351))"
first,849,,11,20309,21774,9255,13365,7011524,0.07,1.7,,"MULTILINESTRING ((-77.009008 38.907351,-77.009008 38.906393))"
first,849,,12,21774,20293,14105,13365,7011524,0.05,1.75,,"MULTILINESTRING ((-77.009008 38.906393,-77.009008 38.905644))"
first,849,,13,20293,20299,9198,13365,7011524,0.07,1.82,,"MULTILINESTRING ((-77.009008 38.905644,-77.009008 38.904683))"
first,849,,14,20299,20285,9221,13365,7011524,0.15,1.97,,"MULTILINESTRING ((-77.009008 38.904683,-77.009018 38.902513))"
first,849,,15,20285,20286,9170,13366,7011525,0.12,2.09,,"MULTILINESTRING ((-77.009018 38.902513,-77.011249 38.902502))"
first,849,,16,20286,20287,9176,13366,7011525,0.05,2.14,,"MULTILINESTRING ((-77.011249 38.902502,-77.012159 38.902502))"
first,849,,17,20287,20288,9179,13366,7011525,0.08,2.22,,"MULTILINESTRING ((-77.012159 38.902502,-77.013709 38.902502))"
first,849,,18,20288,20184,9181,13367,7011526,0.08,2.3,,"MULTILINESTRING ((-77.013709 38.902502,-77.015167 38.902494))"
first,849,,19,20184,20178,8844,13367,7011526,0.05,2.35,,"MULTILINESTRING ((-77.015167 38.902494,-77.016158 38.902513))"
first,849,,20,20178,20556,8824,13367,7011526,0.15,2.5,,"MULTILINESTRING ((-77.016158 38.902513,-77.018917 38.902523))"
first,849,,21,20556,20168,10037,13368,7011527,0.1,2.6,,"MULTILINESTRING ((-77.018917 38.902523,-77.01892 38.901131))"
first,849,,22,20168,20170,8790,13368,7011527,0.09,2.69,,"MULTILINESTRING ((-77.01892 38.901131,-77.018919 38.899783))"
first,849,,23,20170,20162,8799,13369,7011528,0.05,2.74,,"MULTILINESTRING ((-77.018919 38.899783,-77.019889 38.899783))"
first,849,,24,20162,20156,8771,13370,7011529,0.11,2.85,,"MULTILINESTRING ((-77.019889 38.899783,-77.02191 38.899802))"
first,849,,25,20156,20146,8748,13371,7011530,0.11,2.96,,"MULTILINESTRING ((-77.02191 38.899802,-77.023948 38.899801))"
first,850,,1,20518,20522,9924,13374,7011533,0.08,0.08,,"MULTILINESTRING ((-77.027028 38.897343,-77.027017 38.896143))"
first,850,,2,20522,20526,9939,13374,7011533,0.09,0.17,,"MULTILINESTRING ((-77.027017 38.896143,-77.026999 38.894792))"
first,850,,3,20526,20099,9952,13375,7011534,0.06,0.23,,"MULTILINESTRING ((-77.026999 38.894792,-77.026008 38.894513))"
first,850,,4,20099,20096,8574,13376,7011535,0.12,0.35,,"MULTILINESTRING ((-77.026008 38.894513,-77.023939 38.893942))"
first,850,,5,20096,20095,8561,13376,7011535,0.02,0.37,,"MULTILINESTRING ((-77.023939 38.893942,-77.023513 38.893824))"
first,850,,6,20095,20093,8559,13376,7011535,0.09,0.46,,"MULTILINESTRING ((-77.023513 38.893824,-77.021918 38.893382))"
first,850,,7,20093,20091,8553,13377,7011536,0.11,0.57,,"MULTILINESTRING ((-77.021918 38.893382,-77.019919 38.892811))"
first,850,,8,20091,20090,8545,13377,7011536,0.08,0.65,,"MULTILINESTRING ((-77.019919 38.892811,-77.018517 38.892433))"
first,850,,9,20090,20055,8541,13377,7011536,0.06,0.71,,"MULTILINESTRING ((-77.018517 38.892433,-77.017537 38.892161))"
first,850,,10,20055,20065,8427,13378,7011537,0.11,0.82,,"MULTILINESTRING ((-77.017537 38.892161,-77.01754 38.890612))"
first,850,,11,20065,20318,8461,13379,7011538,0.21,1.03,,"MULTILINESTRING ((-77.01754 38.890612,-77.017539 38.887562))"
first,850,,12,20318,20036,9282,13379,7011538,0.1,1.13,,"MULTILINESTRING ((-77.017539 38.887562,-77.017539 38.886052))"
first,850,,13,20036,20037,8349,13380,7011539,0.07,1.2,,"MULTILINESTRING ((-77.017539 38.886052,-77.017549 38.885063))"
first,850,,14,20037,20038,8354,13380,7011539,0.05,1.25,,"MULTILINESTRING ((-77.017549 38.885063,-77.017566 38.884341))"
first,850,,15,20038,20039,8356,13380,7011539,0.08,1.33,,"MULTILINESTRING ((-77.017566 38.884341,-77.017548 38.883232))"
first,850,,16,20039,20012,8360,13381,7011540,0.13,1.46,,"MULTILINESTRING ((-77.017548 38.883232,-77.017548 38.881302))"
first,850,,17,20012,21272,8281,13382,7011541,0.14,1.6,,"MULTILINESTRING ((-77.017548 38.881302,-77.017548 38.879261))"
first,850,,18,21272,21858,12479,13383,7011542,0.13,1.73,,"MULTILINESTRING ((-77.017548 38.879261,-77.015197 38.879254))"
first,850,,19,21858,21860,14368,13384,7011543,0.12,1.85,,"MULTILINESTRING ((-77.015197 38.879254,-77.015201 38.87754))"
first,850,,20,21860,21859,14375,13384,7011543,0.07,1.92,,"MULTILINESTRING ((-77.015201 38.87754,-77.015197 38.876513))"
first,850,,21,21859,21278,14370,13385,7011544,0.07,1.99,,"MULTILINESTRING ((-77.015197 38.876513,-77.013837 38.876513))"
first,850,,22,21278,21279,12497,13386,7011545,0.09,2.08,,"MULTILINESTRING ((-77.013837 38.876513,-77.012148 38.876514))"
first,850,,23,21279,21284,12503,13387,7011546,0.17,2.25,,"MULTILINESTRING ((-77.012148 38.876514,-77.009039 38.876462))"
first,850,,24,21284,21666,12519,13387,7011546,0.09,2.34,,"MULTILINESTRING ((-77.009039 38.876462,-77.007459 38.876473))"
first,850,,25,21666,21286,13764,13388,7011547,0.18,2.52,,"MULTILINESTRING ((-77.007459 38.876473,-77.004178 38.876481))"
first,850,,26,21286,21289,12526,13389,7011548,0.2,2.72,,"MULTILINESTRING ((-77.004178 38.876481,-77.000549 38.876473))"
first,850,,27,21289,21290,12539,13390,7011549,0.15,2.87,,"MULTILINESTRING ((-77.000549 38.876473,-76.997788 38.876462))"
first,850,,28,21290,21291,12543,13390,7011549,0.15,3.02,,"MULTILINESTRING ((-76.997788 38.876462,-76.994939 38.876462))"
first,850,,29,21291,21985,12548,13391,7011550,0.12,3.14,,"MULTILINESTRING ((-76.994939 38.876462,-76.992639 38.876462))"
first,850,,30,21985,21296,14773,13391,7011550,0.06,3.2,,"MULTILINESTRING ((-76.992639 38.876462,-76.991508 38.876462))"
first,851,,1,21339,20711,12726,13394,7011553,0.18,0.18,,"MULTILINESTRING ((-76.988629 38.867392,-76.989749 38.864872))"
first,851,,2,20711,21341,10566,13395,7011554,0.14,0.32,,"MULTILINESTRING ((-76.989749 38.864872,-76.991218 38.863323))"
first,852,,1,20959,20731,11431,13398,7011557,0.23,0.23,,"MULTILINESTRING ((-76.997107 38.862151,-76.993789 38.861492))"
first,852,,2,20731,21341,10637,13400,7011559,0.19,0.42,,"MULTILINESTRING ((-76.993789 38.861492,-76.991218 38.863323))"
first,852,,3,21341,20711,12734,13400,7011559,0.14,0.56,,"MULTILINESTRING ((-76.991218 38.863323,-76.989749 38.864872))"
first,852,,4,20711,21339,10565,13402,7011561,0.18,0.74,,"MULTILINESTRING ((-76.989749 38.864872,-76.988629 38.867392))"
first,852,,5,21339,20985,12727,13402,7011561,0.12,0.86,,"MULTILINESTRING ((-76.988629 38.867392,-76.988467 38.869103))"
first,852,,6,20985,20965,11489,13405,7011564,0.09,0.95,,"MULTILINESTRING ((-76.988467 38.869103,-76.989468 38.870231))"
first,852,,7,20965,21851,11452,13403,7011562,0.33,1.28,,"MULTILINESTRING ((-76.989468 38.870231,-76.99148 38.874603))"
first,852,,8,21851,21296,14348,13403,7011562,0.13,1.41,,"MULTILINESTRING ((-76.99148 38.874603,-76.991508 38.876462))"
first,852,,9,21296,21985,12566,13404,7011563,0.06,1.47,,"MULTILINESTRING ((-76.991508 38.876462,-76.992639 38.876462))"
first,852,,10,21985,21291,14772,13405,7011564,0.12,1.59,,"MULTILINESTRING ((-76.992639 38.876462,-76.994939 38.876462))"
first,852,,11,21291,21290,12546,13406,7011565,0.15,1.74,,"MULTILINESTRING ((-76.994939 38.876462,-76.997788 38.876462))"
first,852,,12,21290,21289,12542,13406,7011565,0.15,1.89,,"MULTILINESTRING ((-76.997788 38.876462,-77.000549 38.876473))"
first,852,,13,21289,21286,12538,13408,7011567,0.2,2.09,,"MULTILINESTRING ((-77.000549 38.876473,-77.004178 38.876481))"
first,852,,14,21286,21666,12527,13409,7011568,0.18,2.27,,"MULTILINESTRING ((-77.004178 38.876481,-77.007459 38.876473))"
first,852,,15,21666,21284,13763,13409,7011568,0.09,2.36,,"MULTILINESTRING ((-77.007459 38.876473,-77.009039 38.876462))"
first,852,,16,21284,21279,12517,13411,7011570,0.17,2.53,,"MULTILINESTRING ((-77.009039 38.876462,-77.012148 38.876514))"
first,852,,17,21279,21278,12502,13412,7011571,0.09,2.62,,"MULTILINESTRING ((-77.012148 38.876514,-77.013837 38.876513))"
first,852,,18,21278,21859,12498,13412,7011571,0.07,2.69,,"MULTILINESTRING ((-77.013837 38.876513,-77.015197 38.876513))"
first,852,,19,21859,21860,14371,13413,7011572,0.07,2.76,,"MULTILINESTRING ((-77.015197 38.876513,-77.015201 38.87754))"
first,852,,20,21860,21858,14374,13414,7011573,0.12,2.88,,"MULTILINESTRING ((-77.015201 38.87754,-77.015197 38.879254))"
first,852,,21,21858,21272,14367,13415,7011574,0.13,3.01,,"MULTILINESTRING ((-77.015197 38.879254,-77.017548 38.879261))"
first,853,,1,20036,20318,8350,13419,7011578,0.1,0.1,,"MULTILINESTRING ((-77.017539 38.886052,-77.017539 38.887562))"
first,853,,2,20318,20065,9284,13420,7011579,0.21,0.31,,"MULTILINESTRING ((-77.017539 38.887562,-77.01754 38.890612))"
first,853,,3,20065,20055,8460,13420,7011579,0.11,0.42,,"MULTILINESTRING ((-77.01754 38.890612,-77.017537 38.892161))"
first,853,,4,20055,20090,8428,13421,7011580,0.06,0.48,,"MULTILINESTRING ((-77.017537 38.892161,-77.018517 38.892433))"
first,853,,5,20090,20091,8543,13421,7011580,0.08,0.56,,"MULTILINESTRING ((-77.018517 38.892433,-77.019919 38.892811))"
first,853,,6,20091,20093,8546,13422,7011581,0.11,0.67,,"MULTILINESTRING ((-77.019919 38.892811,-77.021918 38.893382))"
first,853,,7,20093,20095,8555,13422,7011581,0.09,0.76,,"MULTILINESTRING ((-77.021918 38.893382,-77.023513 38.893824))"
first,853,,8,20095,20096,8560,13422,7011581,0.02,0.78,,"MULTILINESTRING ((-77.023513 38.893824,-77.023939 38.893942))"
first,853,,9,20096,20099,8563,13423,7011582,0.12,0.9,,"MULTILINESTRING ((-77.023939 38.893942,-77.026008 38.894513))"
first,853,,10,20099,20526,8575,13423,7011582,0.06,0.96,,"MULTILINESTRING ((-77.026008 38.894513,-77.026999 38.894792))"
first,853,,11,20526,20522,9954,13424,7011583,0.09,1.05,,"MULTILINESTRING ((-77.026999 38.894792,-77.027017 38.896143))"
first,853,,12,20522,20518,9938,13425,7011584,0.08,1.13,,"MULTILINESTRING ((-77.027017 38.896143,-77.027028 38.897343))"
first,853,,13,20518,20514,9923,13425,7011584,0.07,1.2,,"MULTILINESTRING ((-77.027028 38.897343,-77.027039 38.898293))"
first,853,,14,20514,20490,9910,13426,7011585,0.1,1.3,,"MULTILINESTRING ((-77.027039 38.898293,-77.027008 38.899812))"
first,853,,15,20490,20495,9847,13427,7011586,0.06,1.36,,"MULTILINESTRING ((-77.027008 38.899812,-77.025968 38.899804))"
first,853,,16,20495,20146,9866,13427,7011586,0.11,1.47,,"MULTILINESTRING ((-77.025968 38.899804,-77.023948 38.899801))"
first,853,,17,20146,20156,8719,13428,7011587,0.11,1.58,,"MULTILINESTRING ((-77.023948 38.899801,-77.02191 38.899802))"
first,853,,18,20156,20162,8750,13428,7011587,0.11,1.69,,"MULTILINESTRING ((-77.02191 38.899802,-77.019889 38.899783))"
first,853,,19,20162,20170,8773,13428,7011587,0.05,1.74,,"MULTILINESTRING ((-77.019889 38.899783,-77.018919 38.899783))"
first,853,,20,20170,20168,8800,13430,7011589,0.09,1.83,,"MULTILINESTRING ((-77.018919 38.899783,-77.01892 38.901131))"
first,853,,21,20168,20556,8792,13430,7011589,0.1,1.93,,"MULTILINESTRING ((-77.01892 38.901131,-77.018917 38.902523))"
first,853,,22,20556,20178,10038,13431,7011590,0.15,2.08,,"MULTILINESTRING ((-77.018917 38.902523,-77.016158 38.902513))"
first,853,,23,20178,20184,8823,13431,7011590,0.05,2.13,,"MULTILINESTRING ((-77.016158 38.902513,-77.015167 38.902494))"
first,853,,24,20184,20288,8846,13432,7011591,0.08,2.21,,"MULTILINESTRING ((-77.015167 38.902494,-77.013709 38.902502))"
first,853,,25,20288,20287,9183,13432,7011591,0.08,2.29,,"MULTILINESTRING ((-77.013709 38.902502,-77.012159 38.902502))"
first,853,,26,20287,20286,9178,13432,7011591,0.05,2.34,,"MULTILINESTRING ((-77.012159 38.902502,-77.011249 38.902502))"
first,853,,27,20286,20285,9175,13432,7011591,0.12,2.46,,"MULTILINESTRING ((-77.011249 38.902502,-77.009018 38.902513))"
first,853,,28,20285,20299,9171,13434,7011593,0.15,2.61,,"MULTILINESTRING ((-77.009018 38.902513,-77.009008 38.904683))"
first,853,,29,20299,20293,9222,13434,7011593,0.07,2.68,,"MULTILINESTRING ((-77.009008 38.904683,-77.009008 38.905644))"
first,853,,30,20293,21774,9201,13435,7011594,0.05,2.73,,"MULTILINESTRING ((-77.009008 38.905644,-77.009008 38.906393))"
first,853,,31,21774,20309,14106,13435,7011594,0.07,2.8,,"MULTILINESTRING ((-77.009008 38.906393,-77.009008 38.907351))"
first,853,,32,20309,21771,9253,13436,7011595,0.08,2.88,,"MULTILINESTRING ((-77.009008 38.907351,-77.008994 38.90854))"
first,853,,33,21771,20307,14095,13436,7011595,0.07,2.95,,"MULTILINESTRING ((-77.008994 38.90854,-77.008998 38.909622))"
first,854,,1,21005,21591,11537,13439,7011598,0.25,0.25,,"MULTILINESTRING ((-77.008998 38.912593,-77.00437 38.912563))"
first,854,,2,21591,21800,13544,13443,7011602,0.41,0.66,,"MULTILINESTRING ((-77.00437 38.912563,-77.000556 38.915562))"
first,854,,3,21800,21590,14182,13443,7011602,0.1,0.76,,"MULTILINESTRING ((-77.000556 38.915562,-77.000556 38.916981))"
first,854,,4,21590,21010,13539,13445,7011604,0.2,0.96,,"MULTILINESTRING ((-77.000556 38.916981,-77.000549 38.919812))"
first,855,,1,22370,22351,16042,13449,7011608,0.15,0.15,,"MULTILINESTRING ((-77.146996 39.083534,-77.146027 39.081533))"
first,855,,2,22351,22350,15974,13451,7011610,0.46,0.61,,"MULTILINESTRING ((-77.146027 39.081533,-77.137837 39.079761))"
first,855,,3,22350,22348,15970,13455,7011614,0.78,1.39,,"MULTILINESTRING ((-77.137837 39.079761,-77.123717 39.077133))"
first,855,,4,22348,22347,15966,13461,7011620,0.69,2.08,,"MULTILINESTRING ((-77.123717 39.077133,-77.111879 39.073452))"
first,855,,5,22347,22374,15962,13462,7011621,0.48,2.56,,"MULTILINESTRING ((-77.111879 39.073452,-77.104828 39.069183))"
first,855,,6,22374,23467,16058,13463,7011622,0.21,2.77,,"MULTILINESTRING ((-77.104828 39.069183,-77.101768 39.067401))"
first,855,,7,23467,22375,19104,13465,7011624,0.48,3.25,,"MULTILINESTRING ((-77.101768 39.067401,-77.094679 39.063152))"
first,855,,8,22375,22376,16060,13466,7011625,0.18,3.43,,"MULTILINESTRING ((-77.094679 39.063152,-77.091937 39.061592))"
first,855,,9,22376,23518,16064,13467,7011626,0.17,3.6,,"MULTILINESTRING ((-77.091937 39.061592,-77.08934 39.060103))"
first,856,,1,23342,22600,18694,13470,7011629,0.26,0.26,,"MULTILINESTRING ((-77.086249 39.058331,-77.082408 39.056151))"
first,856,,2,22600,23465,16843,13472,7011631,0.28,0.54,,"MULTILINESTRING ((-77.082408 39.056151,-77.078137 39.053801))"
first,856,,3,23465,22598,19097,13473,7011632,0.24,0.78,,"MULTILINESTRING ((-77.078137 39.053801,-77.074698 39.051541))"
first,856,,4,22598,23355,16834,13474,7011633,0.36,1.14,,"MULTILINESTRING ((-77.074698 39.051541,-77.069237 39.048521))"
first,856,,5,23355,22597,18737,13477,7011636,0.33,1.47,,"MULTILINESTRING ((-77.069237 39.048521,-77.064988 39.045053))"
first,856,,6,22597,22596,16830,13481,7011640,0.62,2.09,,"MULTILINESTRING ((-77.064988 39.045053,-77.055378 39.039962))"
first,856,,7,22596,22595,16826,13483,7011642,0.42,2.51,,"MULTILINESTRING ((-77.055378 39.039962,-77.049707 39.035753))"
first,856,,8,22595,22594,16822,13485,7011644,0.41,2.92,,"MULTILINESTRING ((-77.049707 39.035753,-77.047697 39.030023))"
first,857,,1,22176,23387,15428,13492,7011651,0.28,0.28,,"MULTILINESTRING ((-77.045037 39.022213,-77.043659 39.018372))"
first,857,,2,23387,22593,18842,13493,7011652,0.2,0.48,,"MULTILINESTRING ((-77.043659 39.018372,-77.042679 39.015602))"
first,857,,3,22593,22414,16811,13493,7011652,0.07,0.55,,"MULTILINESTRING ((-77.042679 39.015602,-77.04239 39.014633))"
first,857,,4,22414,22423,16199,13494,7011653,0.19,0.74,,"MULTILINESTRING ((-77.04239 39.014633,-77.041399 39.011932))"
first,857,,5,22423,23389,16234,13494,7011653,0.12,0.86,,"MULTILINESTRING ((-77.041399 39.011932,-77.040838 39.010293))"
first,857,,6,23389,22098,18848,13495,7011654,0.12,0.98,,"MULTILINESTRING ((-77.040838 39.010293,-77.040246 39.008673))"
first,857,,7,22098,22099,15148,13496,7011655,0.19,1.17,,"MULTILINESTRING ((-77.040246 39.008673,-77.038989 39.006112))"
first,857,,8,22099,22170,15153,13498,7011657,0.26,1.43,,"MULTILINESTRING ((-77.038989 39.006112,-77.035968 39.003183))"
first,857,,9,22170,22104,15406,13499,7011658,0.34,1.77,,"MULTILINESTRING ((-77.035968 39.003183,-77.0318 38.999392))"
first,857,,10,22104,22151,15170,13502,7011661,0.3,2.07,,"MULTILINESTRING ((-77.0318 38.999392,-77.028149 38.996013))"
first,858,,1,22172,22108,15413,13505,7011664,0.18,0.18,,"MULTILINESTRING ((-77.030158 38.994772,-77.026819 38.994504))"
first,858,,2,22108,22151,15183,13506,7011665,0.13,0.31,,"MULTILINESTRING ((-77.026819 38.994504,-77.028149 38.996013))"
first,858,,3,22151,22104,15347,13507,7011666,0.3,0.61,,"MULTILINESTRING ((-77.028149 38.996013,-77.0318 38.999392))"
first,858,,4,22104,22170,15171,13510,7011669,0.34,0.95,,"MULTILINESTRING ((-77.0318 38.999392,-77.035968 39.003183))"
first,858,,5,22170,22099,15405,13511,7011670,0.26,1.21,,"MULTILINESTRING ((-77.035968 39.003183,-77.038989 39.006112))"
first,858,,6,22099,22098,15152,13513,7011672,0.19,1.4,,"MULTILINESTRING ((-77.038989 39.006112,-77.040246 39.008673))"
first,858,,7,22098,23389,15151,13513,7011672,0.12,1.52,,"MULTILINESTRING ((-77.040246 39.008673,-77.040838 39.010293))"
first,858,,8,23389,22423,18849,13513,7011672,0.12,1.64,,"MULTILINESTRING ((-77.040838 39.010293,-77.041399 39.011932))"
first,858,,9,22423,22414,16232,13514,7011673,0.19,1.83,,"MULTILINESTRING ((-77.041399 39.011932,-77.04239 39.014633))"
first,858,,10,22414,22593,16200,13514,7011673,0.07,1.9,,"MULTILINESTRING ((-77.04239 39.014633,-77.042679 39.015602))"
first,858,,11,22593,23387,16812,13515,7011674,0.2,2.1,,"MULTILINESTRING ((-77.042679 39.015602,-77.043659 39.018372))"
first,858,,12,23387,22176,18841,13518,7011677,0.28,2.38,,"MULTILINESTRING ((-77.043659 39.018372,-77.045037 39.022213))"
first,858,,13,22176,22592,15427,13520,7011679,0.21,2.59,,"MULTILINESTRING ((-77.045037 39.022213,-77.046039 39.025222))"
first,858,,14,22592,22594,16808,13522,7011681,0.34,2.93,,"MULTILINESTRING ((-77.046039 39.025222,-77.047697 39.030023))"
first,859,,1,5025,22596,8036,13525,7011684,0.19,0.19,,"MULTILINESTRING ((-77.052012 39.039011,-77.055378 39.039962))"
first,859,,2,22596,22597,16827,13529,7011688,0.62,0.81,,"MULTILINESTRING ((-77.055378 39.039962,-77.064988 39.045053))"
first,859,,3,22597,23355,16831,13530,7011689,0.33,1.14,,"MULTILINESTRING ((-77.064988 39.045053,-77.069237 39.048521))"
first,859,,4,23355,22598,18738,13532,7011691,0.36,1.5,,"MULTILINESTRING ((-77.069237 39.048521,-77.074698 39.051541))"
first,859,,5,22598,23465,16836,13533,7011692,0.24,1.74,,"MULTILINESTRING ((-77.074698 39.051541,-77.078137 39.053801))"
first,859,,6,23465,22600,19098,13535,7011694,0.28,2.02,,"MULTILINESTRING ((-77.078137 39.053801,-77.082408 39.056151))"
first,859,,7,22600,23342,16842,13537,7011696,0.26,2.28,,"MULTILINESTRING ((-77.082408 39.056151,-77.086249 39.058331))"
first,859,,8,23342,23518,18695,13538,7011697,0.21,2.49,,"MULTILINESTRING ((-77.086249 39.058331,-77.08934 39.060103))"
